gesture,[0],[7],[8],[12],[14],[16],[23],[24]
0.0,"0.4801483154296875,0.33292651176452637,-0.15581068396568298","0.5241236686706543,0.34143951535224915,0.02191108651459217","0.43239688873291016,0.36359745264053345,0.030398715287446976","0.3598403334617615,0.6503316760063171,-0.043901026248931885","0.41867595911026,0.8767746090888977,-0.36651915311813354","0.48007553815841675,0.409050315618515,-0.6034301519393921","0.6002821326255798,1.4579905271530151,0.040598347783088684","0.41034895181655884,1.453687071800232,-0.04073826223611832"
0.0,"0.4797207713127136,0.3336705267429352,-0.15227924287319183","0.5241144299507141,0.34127524495124817,0.03231453523039818","0.43233925104141235,0.3630494475364685,0.0270744226872921","0.35558050870895386,0.6482077836990356,-0.0732109323143959","0.41993045806884766,0.8774953484535217,-0.44657620787620544","0.4802130162715912,0.40882569551467896,-0.7202004790306091","0.5966922044754028,1.4562017917633057,0.05757158249616623","0.40383800864219666,1.4530174732208252,-0.057746510952711105"
0.0,"0.4797893464565277,0.3209801912307739,-0.1379225105047226","0.5241667032241821,0.33854326605796814,0.0464385449886322","0.4322137236595154,0.35810768604278564,0.02869184873998165","0.35367530584335327,0.6445916295051575,-0.07073528319597244","0.418750137090683,0.8779778480529785,-0.4058026671409607","0.47689589858055115,0.4171410799026489,-0.6622034907341003","0.5967236161231995,1.453628659248352,0.05908077210187912","0.403282105922699,1.4495930671691895,-0.05929245427250862"
0.0,"0.4803166389465332,0.29232513904571533,-0.13663561642169952","0.5242518186569214,0.3294825255870819,0.04579952359199524","0.4326874613761902,0.3478032946586609,0.02713906764984131","0.35377925634384155,0.6432751417160034,-0.05503521487116814","0.4174180030822754,0.8858147263526917,-0.32879531383514404","0.47409921884536743,0.438479483127594,-0.5677647590637207","0.5981575846672058,1.4483282566070557,0.05859488248825073","0.4047811031341553,1.4428582191467285,-0.05889453366398811"
0.0,"0.48020821809768677,0.3000028431415558,-0.1516617238521576","0.5242782831192017,0.3294757306575775,0.0034478220622986555","0.4325839877128601,0.34790462255477905,0.014467276632785797","0.3538801968097687,0.6435147523880005,-0.05494503304362297","0.41372185945510864,0.8913328647613525,-0.3287622928619385","0.47196197509765625,0.44395315647125244,-0.5629472732543945","0.5981786847114563,1.449016809463501,0.051455944776535034","0.4047542214393616,1.4434633255004883,-0.051846694201231"
0.0,"0.48024988174438477,0.30468034744262695,-0.19065159559249878","0.5244021415710449,0.32952022552490234,-0.007172529585659504","0.43238601088523865,0.34801730513572693,0.006164449732750654","0.35384058952331543,0.643631100654602,-0.055074293166399","0.40986865758895874,0.8912204504013062,-0.38045111298561096","0.47053343057632446,0.444474458694458,-0.7214356660842896","0.5967136025428772,1.4489725828170776,0.04812806099653244","0.40253692865371704,1.4424045085906982,-0.04850740358233452"
0.0,"0.4830263555049896,0.3074895441532135,-0.15956999361515045","0.5247601270675659,0.3297636806964874,0.013409532606601715","0.4326258599758148,0.3479815721511841,0.01158796064555645","0.3537259101867676,0.641879141330719,-0.05662430450320244","0.4101899266242981,0.8898654580116272,-0.3815458118915558","0.47099798917770386,0.44249221682548523,-0.6625252366065979","0.5967325568199158,1.4476960897445679,0.05333137512207031","0.40253400802612305,1.4424362182617188,-0.05368795990943909"
0.0,"0.48451724648475647,0.30857178568840027,-0.15580867230892181","0.5258206725120544,0.3310057818889618,0.016939736902713776","0.4327352046966553,0.3477899730205536,0.012746015563607216","0.3536878228187561,0.6390868425369263,-0.0736536830663681","0.4103464186191559,0.8897750973701477,-0.45673370361328125","0.4715476632118225,0.4411115050315857,-0.7804273366928101","0.5987292528152466,1.437435269355774,0.056200675666332245","0.4030841290950775,1.4327596426010132,-0.05644185096025467"
0.0,"0.48586925864219666,0.32041677832603455,-0.10503125190734863","0.5258677005767822,0.33260947465896606,0.0554274246096611","0.4331730306148529,0.3501124978065491,0.044411446899175644","0.3533162474632263,0.6382814049720764,-0.062224578112363815","0.4106663763523102,0.8803490400314331,-0.4076363146305084","0.4750587046146393,0.42975950241088867,-0.6257238388061523","0.5958919525146484,1.4376518726348877,0.06167043000459671","0.4010128974914551,1.4320234060287476,-0.06182634085416794"
0.0,"0.48567453026771545,0.32514920830726624,-0.11857090890407562","0.5260844826698303,0.3339380621910095,0.05060870572924614","0.4330418109893799,0.3501471281051636,0.046617291867733","0.35319939255714417,0.6381847262382507,-0.049054984003305435","0.4099418520927429,0.876420259475708,-0.33320751786231995","0.47689658403396606,0.43218138813972473,-0.543992817401886","0.5902594327926636,1.4380372762680054,0.06156735494732857","0.3980615437030792,1.4308502674102783,-0.06170603632926941"
0.0,"0.4859781265258789,0.3428325951099396,-0.10762661695480347","0.5262490510940552,0.338580846786499,0.06609546393156052","0.43306541442871094,0.3520439565181732,0.06795473396778107","0.35320770740509033,0.6387226581573486,-0.00015758935478515923","0.4099716246128082,0.8685553669929504,-0.23641598224639893","0.4789299964904785,0.4318576455116272,-0.41597968339920044","0.5882925987243652,1.433206558227539,0.05626055598258972","0.39705970883369446,1.4260435104370117,-0.05636577680706978"
0.0,"0.4868929982185364,0.34397444128990173,-0.09823688119649887","0.5262835621833801,0.3401521146297455,0.07695987075567245","0.43408554792404175,0.3537049889564514,0.0809096097946167","0.3587542176246643,0.640895426273346,-0.0006503298645839095","0.41154545545578003,0.86393141746521,-0.27963465452194214","0.4821578562259674,0.4287611246109009,-0.4744848608970642","0.588402271270752,1.4237189292907715,0.0559728667140007","0.39880475401878357,1.4151006937026978,-0.05609745532274246"
0.0,"0.4868592619895935,0.3457719683647156,-0.1728881299495697","0.5262984037399292,0.34179529547691345,0.0016123565146699548","0.434079110622406,0.35504984855651855,0.0151200070977211","0.3612667918205261,0.6438044905662537,-0.04689394682645798","0.41025590896606445,0.8592478632926941,-0.3933334946632385","0.4821642339229584,0.42845070362091064,-0.7161786556243896","0.5880206227302551,1.4261152744293213,0.04663555696606636","0.3988201320171356,1.4155570268630981,-0.04681805521249771"
0.0,"0.4881759583950043,0.34427410364151,-0.18012133240699768","0.5262840986251831,0.3422316908836365,-0.006285212934017181","0.43591079115867615,0.3564489185810089,0.008295631036162376","0.3657037615776062,0.6450331807136536,-0.056743282824754715","0.4103541970252991,0.8555493950843811,-0.4354112148284912","0.4820042550563812,0.42633500695228577,-0.7914497256278992","0.5896130204200745,1.4270164966583252,0.040873896330595016","0.40312036871910095,1.4168225526809692,-0.04112759605050087"
0.0,"0.48829180002212524,0.34658509492874146,-0.19910374283790588","0.5267234444618225,0.344186007976532,-0.026596343144774437","0.4373866617679596,0.3629954755306244,-0.022720802575349808","0.37002021074295044,0.6506247520446777,-0.09627757966518402","0.41072899103164673,0.8554977178573608,-0.4989832043647766","0.4813368320465088,0.4245254099369049,-0.8589109182357788","0.5905729532241821,1.4387162923812866,0.04103321582078934","0.4053971767425537,1.4297256469726562,-0.041297659277915955"
0.0,"0.4918328821659088,0.31960734724998474,-0.24560245871543884","0.5269016027450562,0.34120944142341614,-0.04282974451780319","0.4384750425815582,0.35835525393486023,-0.06704220920801163","0.3695850074291229,0.6514223217964172,-0.15874579548835754","0.41045159101486206,0.8527048826217651,-0.6320067644119263","0.48108649253845215,0.4256267547607422,-1.0663731098175049","0.5900535583496094,1.4397757053375244,0.0572253055870533","0.4045230448246002,1.4308679103851318,-0.057503096759319305"
0.0,"0.49322372674942017,0.31601110100746155,-0.22015221416950226","0.5272189378738403,0.3408737778663635,-0.03660839423537254","0.439256489276886,0.35723578929901123,-0.0418616384267807","0.3691771328449249,0.6514290571212769,-0.13803733885288239","0.4101237654685974,0.8524933457374573,-0.4100611209869385","0.4810221195220947,0.42705413699150085,-0.6408994793891907","0.5901154279708862,1.4412351846694946,0.05115771293640137","0.40455347299575806,1.435131549835205,-0.05150851607322693"
0.0,"0.4938540458679199,0.3166590631008148,-0.216255784034729","0.5278765559196472,0.34076112508773804,-0.04392068833112717","0.4396815896034241,0.35674145817756653,-0.03871136158704758","0.3689083456993103,0.6516825556755066,-0.12107815593481064","0.41000738739967346,0.8516253232955933,-0.4065660536289215","0.48095425963401794,0.42796608805656433,-0.6578410863876343","0.588169276714325,1.4416416883468628,0.049722518771886826","0.4039449691772461,1.4351942539215088,-0.05010572075843811"
0.0,"0.4912697672843933,0.3251449167728424,-0.21180835366249084","0.5278640985488892,0.34140998125076294,-0.043873194605112076","0.4396263659000397,0.3571222424507141,-0.03271101787686348","0.3686642646789551,0.6523801684379578,-0.08903934061527252","0.4098219871520996,0.8492082953453064,-0.37270587682724","0.48178404569625854,0.4278741478919983,-0.6574113368988037","0.5869497060775757,1.4417831897735596,0.038894154131412506","0.40313950181007385,1.435171365737915,-0.03923625871539116"
0.0,"0.4911254048347473,0.32540929317474365,-0.20761387050151825","0.5277834534645081,0.34142035245895386,-0.04120487719774246","0.439657062292099,0.3565501868724823,-0.02439219132065773","0.3684733510017395,0.6524209380149841,-0.08000896871089935","0.4097220003604889,0.8485627174377441,-0.378726065158844","0.4827041029930115,0.4300815165042877,-0.6952185034751892","0.5865980386734009,1.4401133060455322,0.03843602165579796","0.40140190720558167,1.4333897829055786,-0.03874409571290016"
0.0,"0.4888536036014557,0.3310992419719696,-0.2045753449201584","0.5280591249465942,0.3414433002471924,-0.05331283062696457","0.43956661224365234,0.3560185432434082,-0.0005586461047641933","0.3676081597805023,0.6525697708129883,0.01753096655011177","0.4108111262321472,0.8488024473190308,-0.11008530855178833","0.4837490916252136,0.4354272484779358,-0.22079725563526154","0.585330069065094,1.4399068355560303,-0.00018395842926111072","0.4014151096343994,1.433279037475586,-7.906740393082146e-06"
0.0,"0.4883359968662262,0.3593294322490692,-0.18582025170326233","0.52818763256073,0.3448571562767029,-0.022682761773467064","0.43955159187316895,0.36040279269218445,0.03439904749393463","0.36755669116973877,0.6529707312583923,0.016484707593917847","0.4134503901004791,0.8499693274497986,-0.2493470013141632","0.4837426543235779,0.4337853789329529,-0.39597898721694946","0.5853533148765564,1.4399151802062988,0.008180133998394012","0.40118974447250366,1.4324016571044922,-0.008390810340642929"
0.0,"0.48834651708602905,0.3513270616531372,-0.13442273437976837","0.5279954671859741,0.3437008261680603,0.02061297744512558","0.4397193491458893,0.35802191495895386,0.06171320006251335","0.36652514338493347,0.6520690321922302,0.017230067402124405","0.4164069592952728,0.8540272116661072,-0.28776949644088745","0.4835781157016754,0.43320131301879883,-0.42222094535827637","0.585696816444397,1.4383933544158936,0.012170466594398022","0.40105682611465454,1.4310884475708008,-0.012404220178723335"
0.0,"0.48849567770957947,0.34520792961120605,-0.14434102177619934","0.5286980867385864,0.3428764343261719,0.004951987881213427","0.43962740898132324,0.35590484738349915,0.05726534128189087","0.36585313081741333,0.6517527103424072,0.002374020405113697","0.41655248403549194,0.8562756776809692,-0.28700384497642517","0.48314347863197327,0.435637503862381,-0.5171306133270264","0.585746169090271,1.4379849433898926,0.014480220153927803","0.40104976296424866,1.430885672569275,-0.01474154181778431"
0.0,"0.4889453947544098,0.3446902930736542,-0.15157343447208405","0.5286377668380737,0.34278881549835205,0.0076778484508395195","0.43949466943740845,0.3555997610092163,0.04583705961704254","0.3657812476158142,0.6538242101669312,-0.0039627207443118095","0.4175276756286621,0.8565478920936584,-0.34875839948654175","0.4828529357910156,0.43561914563179016,-0.6659773588180542","0.5874391198158264,1.4381120204925537,0.015081008896231651","0.4022897779941559,1.4320217370986938,-0.01547317486256361"
0.0,"0.4885402321815491,0.34878551959991455,-0.13294455409049988","0.5286357998847961,0.34345924854278564,0.015646198764443398","0.43959707021713257,0.35697999596595764,0.07375387102365494","0.3659680187702179,0.6543759107589722,0.06243295595049858","0.41904646158218384,0.8561805486679077,-0.11097441613674164","0.4828362464904785,0.4354940950870514,-0.2607342004776001","0.5873972773551941,1.438140869140625,0.003615356981754303","0.40216177701950073,1.4309390783309937,-0.0038516707718372345"
0.0,"0.48455581068992615,0.3754759430885315,-0.1296493262052536","0.5284932255744934,0.34988781809806824,0.0406227633357048","0.4372314512729645,0.36755359172821045,0.10130463540554047","0.36558467149734497,0.6561399698257446,0.08430370688438416","0.4189874529838562,0.856349766254425,-0.13441920280456543","0.4835731089115143,0.43631383776664734,-0.35501939058303833","0.5874075293540955,1.4457223415374756,0.001675905310548842","0.401250422000885,1.434544324874878,-0.0018180550541728735"
0.0,"0.48448601365089417,0.3893337547779083,-0.13566510379314423","0.5283196568489075,0.3565979301929474,0.038395363837480545","0.43714094161987305,0.37409934401512146,0.0813271701335907","0.36560434103012085,0.6566330194473267,0.05705449730157852","0.41939181089401245,0.8556877374649048,-0.19439561665058136","0.4850599765777588,0.4355316162109375,-0.44007763266563416","0.5864256024360657,1.4456448554992676,0.0018188474932685494","0.40137043595314026,1.4345638751983643,-0.002026769332587719"
0.0,"0.48272505402565,0.39417755603790283,-0.11295963823795319","0.528321385383606,0.35923346877098083,0.04901846498250961","0.4367716908454895,0.37563222646713257,0.1152699738740921","0.36547964811325073,0.6565588712692261,0.11299941688776016","0.41935476660728455,0.8578541278839111,-0.06002705171704292","0.4856143891811371,0.43553024530410767,-0.23653241991996765","0.5862791538238525,1.4456013441085815,-0.0057216305285692215","0.40130814909935,1.4345043897628784,0.005568639375269413"
0.0,"0.48304247856140137,0.3818375766277313,-0.12086977064609528","0.5282434225082397,0.3584996461868286,0.04648425802588463","0.4373094439506531,0.37291836738586426,0.09691685438156128","0.36474913358688354,0.656550407409668,0.10795887559652328","0.4181644022464752,0.858290433883667,-0.1659480631351471","0.48559847474098206,0.4395475685596466,-0.4644199013710022","0.5863505601882935,1.445253849029541,-0.005306393373757601","0.40045270323753357,1.4340366125106812,0.005147588439285755"
0.0,"0.4861399531364441,0.3670649528503418,-0.14767411351203918","0.5284680128097534,0.358184814453125,0.0430421307682991","0.4377707540988922,0.37021464109420776,0.0566343255341053","0.36342814564704895,0.6566286087036133,0.010675586760044098","0.4202491343021393,0.8586694598197937,-0.37164196372032166","0.48531681299209595,0.4412602186203003,-0.7544568777084351","0.586918830871582,1.4447451829910278,0.01615827903151512","0.40014711022377014,1.4340426921844482,-0.01639740727841854"
0.0,"0.48639044165611267,0.3286362886428833,-0.15308208763599396","0.5294078588485718,0.35246139764785767,0.04062879458069801","0.4377370774745941,0.35806775093078613,0.045952048152685165","0.36018508672714233,0.648630678653717,-0.011149585247039795","0.42013636231422424,0.8528636693954468,-0.36981743574142456","0.4833524823188782,0.44638583064079285,-0.7161916494369507","0.5869126915931702,1.436698079109192,0.02206495776772499","0.39841458201408386,1.4275721311569214,-0.0224051121622324"
0.0,"0.4906444549560547,0.3300274908542633,-0.1528831422328949","0.5319296717643738,0.3515765368938446,0.03909364715218544","0.43765291571617126,0.356570303440094,0.03778984397649765","0.3594566881656647,0.6471442580223083,-0.012951145879924297","0.4180627763271332,0.852934718132019,-0.3445524275302887","0.4766297936439514,0.4463447630405426,-0.6002930402755737","0.5876072645187378,1.4331938028335571,0.027577634900808334","0.39872249960899353,1.4256854057312012,-0.027948644012212753"
0.0,"0.4930175840854645,0.3314410448074341,-0.15386195480823517","0.5327883958816528,0.3499598205089569,0.03835263103246689","0.4375501573085785,0.35552895069122314,0.036798834800720215","0.3603215515613556,0.647467315196991,-0.01614532619714737","0.4158190190792084,0.8536953330039978,-0.3259626030921936","0.4709855914115906,0.44628822803497314,-0.5958839654922485","0.5901411771774292,1.429169774055481,0.032304368913173676","0.40041598677635193,1.4225627183914185,-0.03269229084253311"
0.0,"0.4947383999824524,0.3316304087638855,-0.18737106025218964","0.5335686206817627,0.34862977266311646,0.03157113865017891","0.4370424747467041,0.35239771008491516,0.023194683715701103","0.36048609018325806,0.6548952460289001,-0.017932748422026634","0.4122461676597595,0.8558703064918518,-0.3045983910560608","0.46949881315231323,0.45968306064605713,-0.5088401436805725","0.5913171172142029,1.4309604167938232,0.03155488148331642","0.40059661865234375,1.4260458946228027,-0.03191155195236206"
0.0,"0.494663804769516,0.3320489525794983,-0.18307606875896454","0.5341066122055054,0.3480801582336426,0.03119678422808647","0.43671077489852905,0.349903404712677,0.038025639951229095","0.3608860969543457,0.6578284502029419,0.024295635521411896","0.40935343503952026,0.8519624471664429,-0.13760440051555634","0.4699367582798004,0.45999273657798767,-0.2656664550304413","0.5913149118423462,1.4310784339904785,0.02593669667840004","0.40062063932418823,1.426082730293274,-0.026308145374059677"
0.0,"0.494568407535553,0.3330197334289551,-0.2134750783443451","0.5342248678207397,0.3480043113231659,-0.00234421668574214","0.43584346771240234,0.34871742129325867,0.003813403192907572","0.3607218265533447,0.6618496775627136,-0.04100524261593819","0.40879321098327637,0.8516756892204285,-0.3912562131881714","0.46967214345932007,0.4622325897216797,-0.7160493731498718","0.5916299223899841,1.4328529834747314,0.027405623346567154","0.4005918502807617,1.4296754598617554,-0.027773108333349228"
0.0,"0.4943710267543793,0.32608258724212646,-0.16694903373718262","0.5342353582382202,0.3474762439727783,0.02066226676106453","0.43580594658851624,0.34645354747772217,0.03830642253160477","0.36083853244781494,0.661558985710144,-0.009502268396317959","0.40936484932899475,0.8488307595252991,-0.2445942461490631","0.4697163999080658,0.4591690003871918,-0.44479450583457947","0.5916324853897095,1.4309614896774292,0.026138808578252792","0.4005238115787506,1.4253005981445312,-0.026510894298553467"
0.0,"0.49682506918907166,0.32254135608673096,-0.14171823859214783","0.5348820686340332,0.3453595042228699,0.05073915794491768","0.43642792105674744,0.34461483359336853,0.04596184939146042","0.3606196939945221,0.6559694409370422,-0.005670708138495684","0.40966272354125977,0.8533521294593811,-0.23660273849964142","0.4707098603248596,0.4588336944580078,-0.4464983344078064","0.5915933847427368,1.4300028085708618,0.030728766694664955","0.40052151679992676,1.4240243434906006,-0.031110292300581932"
0.0,"0.4967368543148041,0.32282882928848267,-0.15610048174858093","0.5354623198509216,0.34521618485450745,0.03718180954456329","0.4377560019493103,0.3448963165283203,0.03952475264668465","0.3610217869281769,0.6577030420303345,-0.00831905473023653","0.4033322334289551,0.8536825180053711,-0.24933883547782898","0.47151321172714233,0.4554516673088074,-0.4677902162075043","0.5900685787200928,1.4365323781967163,0.030628779903054237","0.3981507420539856,1.4278351068496704,-0.031005535274744034"
0.0,"0.4969887137413025,0.32115042209625244,-0.1661875993013382","0.5357586145401001,0.3424075245857239,0.0502864234149456","0.43910136818885803,0.34396567940711975,0.040547728538513184","0.3612402379512787,0.661253809928894,-0.009766211733222008","0.39306244254112244,0.8491371273994446,-0.2806825041770935","0.473273903131485,0.4551185071468353,-0.5278742909431458","0.5900582671165466,1.4371685981750488,0.03228577971458435","0.39532703161239624,1.4276717901229858,-0.03270293027162552"
0.0,"0.49714574217796326,0.3203859031200409,-0.17232440412044525","0.535759449005127,0.34180405735969543,0.012984389439225197","0.44283443689346313,0.3440093696117401,0.02677701786160469","0.3629401624202728,0.6629626750946045,-0.0067592645063996315","0.39356309175491333,0.8471807837486267,-0.19685769081115723","0.47408556938171387,0.4495827555656433,-0.36536771059036255","0.5897942781448364,1.4373743534088135,0.019447319209575653","0.39533716440200806,1.4274179935455322,-0.019912848249077797"
