gesture,[0],[7],[8],[12],[14],[16],[23],[24]
0.0,"0.4911195635795593,0.5387955904006958,-0.2654435634613037","0.5282398462295532,0.49100783467292786,-0.11414752900600433","0.449977308511734,0.5243052840232849,-0.07162518799304962","0.40713292360305786,0.7652613520622253,-0.07222582399845123","0.38237014412879944,0.8107960224151611,-0.3432035744190216","0.4941735863685608,0.5229100584983826,-0.6693022847175598","0.5793708562850952,1.3957267999649048,-0.0020212451927363873","0.431274950504303,1.3811947107315063,0.0015802070265635848"
0.0,"0.4912976622581482,0.566955029964447,-0.27087467908859253","0.5287918448448181,0.5123677849769592,-0.1179281696677208","0.4499642252922058,0.5468789935112,-0.07518468052148819","0.4048660397529602,0.7769388556480408,-0.08325745165348053","0.38224491477012634,0.8120349645614624,-0.42473357915878296","0.4939410090446472,0.5165994167327881,-0.7663130164146423","0.5803517699241638,1.40088951587677,-0.0016682457644492388","0.4313419461250305,1.3920927047729492,0.0012395327212288976"
0.0,"0.49055543541908264,0.5625470876693726,-0.3339318633079529","0.5291807055473328,0.5109592080116272,-0.1619078814983368","0.4500444531440735,0.5428808927536011,-0.09857194125652313","0.404291570186615,0.7754241228103638,-0.08343774080276489","0.3821834623813629,0.8261619806289673,-0.4092791974544525","0.48664966225624084,0.5225905179977417,-0.7531026005744934","0.5810291171073914,1.4065635204315186,-0.0066743278875947","0.4318079352378845,1.3952040672302246,0.006249464116990566"
0.0,"0.4882122576236725,0.5603047609329224,-0.318937212228775","0.5288676023483276,0.5110794901847839,-0.1365443617105484","0.4508911967277527,0.5421158075332642,-0.08249630033969879","0.4042417109012604,0.7785589694976807,-0.06457073241472244","0.38192781805992126,0.8337539434432983,-0.36464905738830566","0.4782834053039551,0.5263031721115112,-0.709729790687561","0.5837250351905823,1.4072004556655884,-0.0059419916942715645","0.43617504835128784,1.395318865776062,0.005511238239705563"
0.0,"0.48827415704727173,0.578239381313324,-0.2860485911369324","0.5290822982788086,0.5247758030891418,-0.10487129539251328","0.4492303431034088,0.5646647810935974,-0.06503570824861526","0.4034823775291443,0.782968282699585,-0.057995736598968506","0.37712913751602173,0.8424457311630249,-0.37730738520622253","0.47344931960105896,0.5292356610298157,-0.7404546141624451","0.5877620577812195,1.4129281044006348,-0.005186953116208315","0.43823450803756714,1.4037399291992188,0.004784667398780584"
0.0,"0.4858032763004303,0.5755449533462524,-0.33040863275527954","0.5290838479995728,0.5259673595428467,-0.15395018458366394","0.4489440321922302,0.5577207207679749,-0.095309317111969","0.40389570593833923,0.7806719541549683,-0.06561576575040817","0.3749453127384186,0.8439940810203552,-0.3772387206554413","0.468815416097641,0.5249963402748108,-0.759377658367157","0.5830283164978027,1.4145931005477905,-0.005024095997214317","0.43442144989967346,1.403401494026184,0.004622814245522022"
0.0,"0.4848514199256897,0.5818745493888855,-0.3312338888645172","0.5287047624588013,0.5380390882492065,-0.1506098508834839","0.4488171935081482,0.5688751935958862,-0.09274342656135559","0.4039372503757477,0.782855212688446,-0.06569228321313858","0.3753678500652313,0.843552827835083,-0.40442824363708496","0.4653145670890808,0.5220078229904175,-0.8251908421516418","0.5829882621765137,1.420941710472107,-0.004398261662572622","0.43433132767677307,1.4086276292800903,0.004010225646197796"
0.0,"0.48508161306381226,0.5807409286499023,-0.2945687174797058","0.5289963483810425,0.5364636182785034,-0.1059652790427208","0.4488529562950134,0.5635480284690857,-0.04017961770296097","0.40373748540878296,0.7826903462409973,-0.022641122341156006","0.37589263916015625,0.8380638360977173,-0.3790150284767151","0.4612892270088196,0.5093523859977722,-0.8122940063476562","0.583063006401062,1.4204185009002686,-0.01055052224546671","0.4347445070743561,1.4081275463104248,0.010143546387553215"
0.0,"0.48505234718322754,0.5797258615493774,-0.3302040696144104","0.5290533304214478,0.5349174737930298,-0.13142850995063782","0.44825172424316406,0.5609248280525208,-0.06471627950668335","0.4036130905151367,0.784761905670166,-0.06123577803373337","0.37612801790237427,0.8268628716468811,-0.4841548502445221","0.45956069231033325,0.5018839240074158,-0.9228829145431519","0.5832071304321289,1.4202033281326294,-0.009783345274627209","0.4351101815700531,1.409855842590332,0.00937453843653202"
0.0,"0.4850273132324219,0.5692940950393677,-0.3404986262321472","0.5296534895896912,0.5344822406768799,-0.13950090110301971","0.4477725028991699,0.5567557215690613,-0.07249534875154495","0.4025198817253113,0.7846477031707764,-0.070589080452919","0.3762008547782898,0.8271105289459229,-0.4733438491821289","0.4564322829246521,0.5003565549850464,-0.8956634402275085","0.5832279920578003,1.4199767112731934,-0.008304992690682411","0.4350005090236664,1.4101029634475708,0.007905328646302223"
0.0,"0.48500218987464905,0.5675967335700989,-0.31914517283439636","0.5301427245140076,0.5335598587989807,-0.11404678970575333","0.4474683701992035,0.5553111433982849,-0.04875565692782402","0.40333977341651917,0.7866314649581909,-0.039524368941783905","0.3737424910068512,0.830070436000824,-0.4391123354434967","0.44971880316734314,0.5028190016746521,-0.854617714881897","0.5863823890686035,1.419784426689148,-0.010008048266172409","0.43645182251930237,1.4098249673843384,0.009603631682693958"
0.0,"0.48485246300697327,0.5670169591903687,-0.37813499569892883","0.5303256511688232,0.532572865486145,-0.12561610341072083","0.445871502161026,0.5542866587638855,-0.07874450832605362","0.40334051847457886,0.7884697914123535,-0.0696248933672905","0.3739174008369446,0.8301871418952942,-0.5085357427597046","0.44773808121681213,0.5010672807693481,-0.9634836316108704","0.5933491587638855,1.420668125152588,-0.006241214461624622","0.43700289726257324,1.412474513053894,0.005851610563695431"
0.0,"0.48511895537376404,0.5647163987159729,-0.3070168197154999","0.5308114886283875,0.5330601930618286,-0.10181014239788055","0.44604653120040894,0.5538695454597473,-0.06242254376411438","0.4033988416194916,0.7881618142127991,-0.06694312393665314","0.3725395202636719,0.8302067518234253,-0.471766859292984","0.4463438391685486,0.5000240206718445,-0.8461229205131531","0.5931039452552795,1.415692687034607,-0.0016476163873448968","0.43700122833251953,1.4086030721664429,0.0012582949129864573"
0.0,"0.48468637466430664,0.5615829229354858,-0.25570204854011536","0.5309980511665344,0.5342633724212646,-0.06951579451560974","0.4466012418270111,0.5520731210708618,-0.029067208990454674","0.4034537374973297,0.7875961065292358,-0.04324094206094742","0.3673252463340759,0.8253825902938843,-0.4216507077217102","0.43922096490859985,0.4862295687198639,-0.8054971694946289","0.5927885174751282,1.4097776412963867,-0.0015475808177143335","0.4373399317264557,1.4051847457885742,0.0011618899879977107"
0.0,"0.4847387671470642,0.5549159049987793,-0.27263084053993225","0.5310841798782349,0.5340617299079895,-0.08053871989250183","0.4470595419406891,0.5471751093864441,-0.0404687374830246","0.4034869074821472,0.786380410194397,-0.049890585243701935","0.363825261592865,0.8244864344596863,-0.4514930844306946","0.4300726056098938,0.4775918424129486,-0.8667832612991333","0.5923227667808533,1.4042861461639404,-0.0010866064112633467","0.43733954429626465,1.402947187423706,0.0006897749844938517"
0.0,"0.4847602844238281,0.5511610507965088,-0.2784085273742676","0.5311489105224609,0.5337685942649841,-0.08382908999919891","0.44772759079933167,0.540515124797821,-0.045898955315351486","0.40348610281944275,0.7858067750930786,-0.061640430241823196","0.3598419427871704,0.8162874579429626,-0.5003548860549927","0.4232608675956726,0.4687401354312897,-0.9769583940505981","0.5921590328216553,1.4021828174591064,-0.0016428178641945124","0.43772101402282715,1.4022188186645508,0.0012406569439917803"
0.0,"0.48448339104652405,0.5496435165405273,-0.2850160002708435","0.5313319563865662,0.5344429612159729,-0.08812274038791656","0.4483676552772522,0.5378380417823792,-0.0491783507168293","0.4035813808441162,0.786430299282074,-0.07881155610084534","0.3546087145805359,0.8139178156852722,-0.5384312868118286","0.4177559018135071,0.46753793954849243,-1.0163238048553467","0.5920206308364868,1.4006246328353882,-0.0017606895416975021","0.43770185112953186,1.4017740488052368,0.0013472677674144506"
0.0,"0.4838626980781555,0.5488631725311279,-0.2885144352912903","0.5313791632652283,0.5346194505691528,-0.0991637334227562","0.4484926760196686,0.5366153717041016,-0.06735395640134811","0.40369877219200134,0.7876043319702148,-0.10885127633810043","0.35341116786003113,0.813714325428009,-0.5541672706604004","0.4171614646911621,0.4656229317188263,-0.9889484643936157","0.5917173624038696,1.399842381477356,-0.00044409153633750975","0.4377012848854065,1.4012068510055542,-1.3694734661839902e-06"
0.0,"0.48302388191223145,0.547841489315033,-0.2875228524208069","0.5314089059829712,0.534770131111145,-0.10384930670261383","0.44850683212280273,0.5357991456985474,-0.06735818088054657","0.403837114572525,0.7872871160507202,-0.1017909049987793","0.3532617688179016,0.8125505447387695,-0.5368186235427856","0.41634154319763184,0.46222054958343506,-0.9704268574714661","0.5912789106369019,1.3989355564117432,-0.0014789097476750612","0.4376855790615082,1.4004371166229248,0.001001210999675095"
0.0,"0.4828895628452301,0.5467194318771362,-0.28876882791519165","0.5314392447471619,0.53474360704422,-0.10464608669281006","0.4482007920742035,0.5346352458000183,-0.06495509296655655","0.40357986092567444,0.7879036068916321,-0.09794487059116364","0.34756582975387573,0.7914237380027771,-0.5270673036575317","0.41323122382164,0.45146843791007996,-0.9802562594413757","0.5885838270187378,1.3989194631576538,-0.0078002386726439","0.435275137424469,1.40035879611969,0.007287443615496159"
0.0,"0.48266395926475525,0.546086847782135,-0.27677133679389954","0.5314536690711975,0.5347055792808533,-0.09446284174919128","0.44785934686660767,0.5342224836349487,-0.04295521602034569","0.4035835266113281,0.7893064618110657,-0.06540779769420624","0.3314881920814514,0.7585842609405518,-0.4674893021583557","0.40623554587364197,0.4330240488052368,-0.8596437573432922","0.5882607698440552,1.4024759531021118,-0.015560373663902283","0.4350430965423584,1.404235601425171,0.014971832744777203"
0.0,"0.4826711118221283,0.5460144877433777,-0.2524547278881073","0.5318740010261536,0.5345785617828369,-0.06668154895305634","0.44749775528907776,0.5342131853103638,-0.012948324903845787","0.4030992090702057,0.7923601865768433,-0.022512296214699745","0.31649065017700195,0.7323501706123352,-0.35981154441833496","0.3905712962150574,0.43048587441444397,-0.7003369927406311","0.5867921113967896,1.40900719165802,-0.018257271498441696","0.4348127841949463,1.4086201190948486,0.017664477229118347"
0.0,"0.48295649886131287,0.5457717180252075,-0.252224326133728","0.5331550240516663,0.5342159867286682,-0.0629272311925888","0.4471507966518402,0.533912718296051,-0.005160413216799498","0.4028055667877197,0.7922326922416687,-0.010798214934766293","0.3008286952972412,0.7312401533126831,-0.3451949656009674","0.37624549865722656,0.4316391348838806,-0.6976481080055237","0.5844744443893433,1.4095306396484375,-0.01608792506158352","0.43153342604637146,1.408732295036316,0.015500277280807495"
0.0,"0.4832446575164795,0.5449730157852173,-0.247307687997818","0.5344129204750061,0.5330665111541748,-0.04988999664783478","0.44680556654930115,0.5329925417900085,0.00030099874129518867","0.4013442099094391,0.7927833795547485,-0.009462961927056313","0.2910113036632538,0.7221817970275879,-0.33585450053215027","0.37382733821868896,0.43283140659332275,-0.6524991989135742","0.5825115442276001,1.4202653169631958,-0.015469340607523918","0.4270321726799011,1.4176280498504639,0.014905537478625774"
0.0,"0.48325520753860474,0.5453994274139404,-0.22910718619823456","0.535379946231842,0.5330309271812439,-0.028408503159880638","0.44625163078308105,0.533002495765686,0.01739492081105709","0.4011286199092865,0.7949160933494568,0.008377255871891975","0.28733009099960327,0.7120577692985535,-0.3008646070957184","0.37704670429229736,0.435139536857605,-0.5968766808509827","0.5820690989494324,1.42409348487854,-0.015110494568943977","0.4269367754459381,1.4227757453918457,0.014538155868649483"
0.0,"0.4831354022026062,0.5447937250137329,-0.23102720081806183","0.5359316468238831,0.5253098607063293,-0.04250355809926987","0.4424487054347992,0.5306821465492249,0.005275470204651356","0.3985278308391571,0.7971609234809875,5.198594953981228e-05","0.2828372120857239,0.7126880288124084,-0.3290315866470337","0.38130098581314087,0.43552830815315247,-0.6356216669082642","0.5808275938034058,1.4339250326156616,-0.014926813542842865","0.4242568612098694,1.432318091392517,0.0143812270835042"
0.0,"0.48199644684791565,0.5442399382591248,-0.2483883649110794","0.5360329151153564,0.515870213508606,-0.04866486042737961","0.4378061294555664,0.5284631252288818,-0.0011306642554700375","0.39770832657814026,0.8020340800285339,-0.004949816036969423","0.2907611131668091,0.7177872657775879,-0.3320994973182678","0.38781338930130005,0.4381430745124817,-0.5750018954277039","0.5798062086105347,1.442679524421692,-0.002107527805492282","0.42008790373802185,1.4394303560256958,0.0015360647812485695"
0.0,"0.48002615571022034,0.5442723631858826,-0.28388121724128723","0.5360053777694702,0.5081273913383484,-0.051329463720321655","0.435636043548584,0.5216937065124512,-0.009658357128500938","0.39714497327804565,0.8006938695907593,-0.01022742222994566","0.2946884036064148,0.7253795266151428,-0.3309374451637268","0.405892938375473,0.4428086578845978,-0.5742693543434143","0.5788283348083496,1.4416725635528564,-0.0018585581565275788","0.41612496972084045,1.4381123781204224,0.0012938680592924356"
0.0,"0.4837004542350769,0.5420742630958557,-0.3279682695865631","0.53666090965271,0.5045947432518005,-0.09818364679813385","0.43575042486190796,0.5168368816375732,-0.06558249145746231","0.3945430517196655,0.7982314825057983,-0.07341357320547104","0.30325114727020264,0.7368617653846741,-0.4480719566345215","0.4272269308567047,0.45200425386428833,-0.7686625123023987","0.5787432193756104,1.4404807090759277,0.0014317851746454835","0.4146263599395752,1.437503695487976,-0.0019611623138189316"
0.0,"0.48661622405052185,0.5416688919067383,-0.3392903208732605","0.5373721718788147,0.5039357542991638,-0.09783989191055298","0.4358223080635071,0.515904426574707,-0.06621256470680237","0.39333486557006836,0.7961371541023254,-0.07788627594709396","0.31385520100593567,0.7519143223762512,-0.5194529294967651","0.43371376395225525,0.46980777382850647,-0.9451966285705566","0.5781090259552002,1.437102198600769,0.0036755427718162537","0.4130634665489197,1.4327218532562256,-0.004176936112344265"
0.0,"0.48768001794815063,0.5418334603309631,-0.3907288610935211","0.5383614301681519,0.5042552947998047,-0.15058210492134094","0.43698421120643616,0.5127810835838318,-0.1268283575773239","0.3903411030769348,0.7935413718223572,-0.13495883345603943","0.32079818844795227,0.7544909715652466,-0.5490736365318298","0.44186654686927795,0.4714684784412384,-0.9160803556442261","0.5758780837059021,1.4350645542144775,0.00928640179336071","0.4102094769477844,1.428240418434143,-0.009800498373806477"
0.0,"0.48946696519851685,0.5413968563079834,-0.3756212592124939","0.5393050909042358,0.5035202503204346,-0.14672152698040009","0.438586950302124,0.5102279186248779,-0.12221278995275497","0.3893944025039673,0.7933350205421448,-0.1289573609828949","0.3262292742729187,0.754211962223053,-0.495082288980484","0.448255717754364,0.47100013494491577,-0.7772271633148193","0.575928807258606,1.432969331741333,0.008903410285711288","0.4109657406806946,1.4264036417007446,-0.009426304139196873"
0.0,"0.49060019850730896,0.5404625535011292,-0.3748484253883362","0.5397635698318481,0.5014855861663818,-0.14390172064304352","0.4387311339378357,0.5081547498703003,-0.12628421187400818","0.38906794786453247,0.7924438714981079,-0.13404199481010437","0.32887139916419983,0.7542060017585754,-0.49522241950035095","0.44687724113464355,0.47047704458236694,-0.7750376462936401","0.5759788751602173,1.432476282119751,0.010744437575340271","0.4114670157432556,1.426278829574585,-0.011271371506154537"
0.0,"0.49153971672058105,0.5397807359695435,-0.3737826347351074","0.5399183630943298,0.4973372519016266,-0.15083959698677063","0.43884459137916565,0.5071792006492615,-0.13550156354904175","0.3886340260505676,0.7907888889312744,-0.14483524858951569","0.33066460490226746,0.7543214559555054,-0.5409549474716187","0.45163941383361816,0.46718791127204895,-0.8535827398300171","0.577280580997467,1.4300110340118408,0.011071625165641308","0.41194167733192444,1.4245349168777466,-0.011585274711251259"
0.0,"0.4917775094509125,0.5396149754524231,-0.38275569677352905","0.539940595626831,0.49249267578125,-0.14356133341789246","0.4389706552028656,0.5054531693458557,-0.12786737084388733","0.3883519768714905,0.7869234681129456,-0.13064929842948914","0.3312620222568512,0.7598190903663635,-0.5118852257728577","0.45273929834365845,0.4623231589794159,-0.840920090675354","0.5789079070091248,1.4297375679016113,0.01066981814801693","0.4122940003871918,1.4244979619979858,-0.011183344759047031"
0.0,"0.49233293533325195,0.5393763780593872,-0.363080233335495","0.5401414632797241,0.4927336275577545,-0.13904032111167908","0.4395528733730316,0.505681037902832,-0.1222921833395958","0.3884373903274536,0.7869425415992737,-0.12269874662160873","0.33298414945602417,0.7565488219261169,-0.5252310633659363","0.4592077136039734,0.4549320638179779,-0.8711167573928833","0.5812699794769287,1.428210735321045,0.011352543719112873","0.41452255845069885,1.4240517616271973,-0.011854431591928005"
0.0,"0.4930703639984131,0.538974404335022,-0.3614226281642914","0.5406776070594788,0.4927358329296112,-0.13284344971179962","0.440355122089386,0.5056931972503662,-0.11792029440402985","0.38850656151771545,0.7869491577148438,-0.12156305462121964","0.33308571577072144,0.756083607673645,-0.525732696056366","0.46286505460739136,0.449100524187088,-0.852170467376709","0.5823933482170105,1.4311988353729248,0.012002117931842804","0.4146400988101959,1.4268441200256348,-0.01251518726348877"
0.0,"0.4933512210845947,0.5389692783355713,-0.37143081426620483","0.5410679578781128,0.4923807382583618,-0.1401815265417099","0.44059863686561584,0.505355179309845,-0.11486166715621948","0.3889560401439667,0.7867351770401001,-0.11889157444238663","0.3331981897354126,0.7552382349967957,-0.5358850955963135","0.46484285593032837,0.44575759768486023,-0.9045746922492981","0.5827651023864746,1.4313042163848877,0.008794079534709454","0.41473737359046936,1.4269293546676636,-0.00930301658809185"
0.0,"0.49362897872924805,0.539808452129364,-0.3956025242805481","0.5412934422492981,0.4926302134990692,-0.13731922209262848","0.4406505227088928,0.5054634809494019,-0.11853045225143433","0.3888007700443268,0.7864857316017151,-0.1265401542186737","0.3331269919872284,0.753002405166626,-0.5922750234603882","0.46588045358657837,0.4420439898967743,-0.9944630861282349","0.582874059677124,1.4322549104690552,0.009514259174466133","0.4143150746822357,1.4275590181350708,-0.010026471689343452"
0.0,"0.4936211109161377,0.5400647521018982,-0.4027325510978699","0.5417497158050537,0.49311554431915283,-0.13850276172161102","0.44087091088294983,0.5055416226387024,-0.1159275621175766","0.3888770043849945,0.786878228187561,-0.1199776753783226","0.3330615162849426,0.7525355219841003,-0.5627151727676392","0.46436285972595215,0.444536417722702,-0.9657447934150696","0.5840684175491333,1.4341764450073242,0.004841991700232029","0.4144238531589508,1.4291859865188599,-0.005359360948204994"
0.0,"0.49360185861587524,0.5396127700805664,-0.3959583640098572","0.5419899225234985,0.4932911694049835,-0.1360517144203186","0.4416389465332031,0.504932701587677,-0.1032501608133316","0.38890060782432556,0.7865584492683411,-0.10683663934469223","0.3329446017742157,0.7501860857009888,-0.55125892162323","0.46390271186828613,0.4441881477832794,-0.9397159814834595","0.584235668182373,1.4342200756072998,0.0031019835732877254","0.414450466632843,1.429150938987732,-0.0036217928864061832"
