az,el,[0],[7],[8],[12],[14],[16],[23],[24]
0.25,0.0,"0.6859643459320068,0.35242706537246704,-0.5498941540718079","0.725845456123352,0.3405286371707916,-0.2655641436576843","0.6338692903518677,0.3496361970901489,-0.277972012758255","0.568812370300293,0.5904176831245422,-0.12552188336849213","0.3915835916996002,0.5797857642173767,-0.15123039484024048","0.18844202160835266,0.45463138818740845,-0.3762598931789398","0.7714466452598572,1.3277416229248047,-0.010336237028241158","0.6054328680038452,1.3187834024429321,0.009608125314116478"
0.25,0.0,"0.6860231161117554,0.35239362716674805,-0.5504682064056396","0.7258692979812622,0.34055036306381226,-0.2700556218624115","0.6338753700256348,0.34961220622062683,-0.2796398997306824","0.568458616733551,0.5904073119163513,-0.1281321942806244","0.39103370904922485,0.5795947313308716,-0.16357968747615814","0.1852942258119583,0.4531175494194031,-0.3910256028175354","0.7713497877120972,1.327762246131897,-0.01058870367705822","0.6052047610282898,1.318690538406372,0.009862742386758327"
0.25,0.0,"0.6860987544059753,0.35216885805130005,-0.5070357322692871","0.7258678674697876,0.3405167758464813,-0.236453577876091","0.6338891386985779,0.3495161235332489,-0.22940298914909363","0.5692130923271179,0.5904228687286377,-0.08619429916143417","0.3949745297431946,0.5795511603355408,-0.13902539014816284","0.19181779026985168,0.453012079000473,-0.3884841799736023","0.7726776003837585,1.3267228603363037,-0.010982662439346313","0.6077882051467896,1.3184406757354736,0.010257547721266747"
0.25,0.0,"0.686241626739502,0.3521289825439453,-0.5145374536514282","0.7258521914482117,0.3405993580818176,-0.24067597091197968","0.6338917016983032,0.34949952363967896,-0.23286764323711395","0.5702937841415405,0.590814471244812,-0.08718019723892212","0.40181320905685425,0.5789968967437744,-0.14284007251262665","0.19630727171897888,0.445523738861084,-0.40890687704086304","0.7750552296638489,1.3251895904541016,-0.01105231512337923","0.6110655069351196,1.3182662725448608,0.010327686555683613"
0.25,0.0,"0.686278760433197,0.3524281978607178,-0.5540035963058472","0.7258610725402832,0.3407849669456482,-0.2727644145488739","0.6338878870010376,0.349702924489975,-0.26942700147628784","0.5708537101745605,0.5908547639846802,-0.11221158504486084","0.4044039249420166,0.5767514705657959,-0.16759805381298065","0.19525028765201569,0.42222973704338074,-0.42542871832847595","0.7754971385002136,1.3252496719360352,-0.01126021146774292","0.61246657371521,1.3182785511016846,0.010541863739490509"
0.25,0.0,"0.6862909197807312,0.3534030318260193,-0.5471575260162354","0.725970983505249,0.34100034832954407,-0.26737114787101746","0.6339197158813477,0.34996578097343445,-0.26310575008392334","0.5725210905075073,0.591036856174469,-0.11202609539031982","0.4054942727088928,0.5765724778175354,-0.16511937975883484","0.19504864513874054,0.42227983474731445,-0.41961970925331116","0.7770110964775085,1.3258357048034668,-0.010224668309092522","0.6147478222846985,1.3187052011489868,0.009507523849606514"
0.25,0.0,"0.686730146408081,0.3534550070762634,-0.5449957847595215","0.7262136340141296,0.34117448329925537,-0.24891018867492676","0.6341531872749329,0.35048460960388184,-0.262390673160553","0.572692334651947,0.5910190939903259,-0.12158244848251343","0.40551725029945374,0.5782626867294312,-0.17212972044944763","0.19988547265529633,0.4450295865535736,-0.4155091643333435","0.7775729298591614,1.3257869482040405,-0.0009237321210093796","0.6148103475570679,1.3187105655670166,0.00017390711582265794"
0.25,0.0,"0.686989426612854,0.3537169098854065,-0.5085443258285522","0.726787805557251,0.34234440326690674,-0.20775580406188965","0.6344627141952515,0.35105350613594055,-0.21989338099956512","0.5725562572479248,0.5906906127929688,-0.10456160455942154","0.405346155166626,0.5821104645729065,-0.16944025456905365","0.20144689083099365,0.46684277057647705,-0.4166584014892578","0.7766045331954956,1.3278440237045288,0.0010107440175488591","0.6117866039276123,1.3196556568145752,-0.0017870304873213172"
0.25,0.0,"0.6871622204780579,0.35398319363594055,-0.5329393148422241","0.7270880937576294,0.3428317904472351,-0.21303541958332062","0.6347435712814331,0.3512781262397766,-0.22652223706245422","0.5725398063659668,0.5907319188117981,-0.09498146921396255","0.4053100049495697,0.5853539109230042,-0.1289089024066925","0.2047298401594162,0.4784272015094757,-0.3884853422641754","0.7746306657791138,1.3284103870391846,-0.006577771157026291","0.6089451909065247,1.3196717500686646,0.005764427129179239"
0.25,0.0,"0.6874218583106995,0.3539075255393982,-0.5297415256500244","0.7271836996078491,0.3428390324115753,-0.21838879585266113","0.6349295973777771,0.3511798679828644,-0.22898678481578827","0.5725451707839966,0.5905579924583435,-0.0909905880689621","0.40521007776260376,0.5854229927062988,-0.1122586727142334","0.2043389081954956,0.4782073199748993,-0.34774693846702576","0.7741940021514893,1.3286396265029907,-0.010534503497183323","0.6083162426948547,1.319244384765625,0.009712504222989082"
0.25,0.0,"0.6874779462814331,0.3539085388183594,-0.5746515393257141","0.7271909117698669,0.3428410291671753,-0.27706193923950195","0.6349524259567261,0.35108837485313416,-0.26976466178894043","0.5726034045219421,0.5904817581176758,-0.10958163440227509","0.40525779128074646,0.5853618383407593,-0.11509404331445694","0.2061256468296051,0.4773581326007843,-0.3514009118080139","0.7741752862930298,1.327607274055481,-0.012962850742042065","0.608335554599762,1.3180314302444458,0.012162743136286736"
0.25,0.0,"0.6874761581420898,0.3539262115955353,-0.5737000703811646","0.7271885871887207,0.34284359216690063,-0.28334423899650574","0.6349169015884399,0.3510473072528839,-0.2746261656284332","0.5727360844612122,0.5905080437660217,-0.1227489560842514","0.4052206575870514,0.5844717025756836,-0.16198447346687317","0.20591261982917786,0.46023446321487427,-0.41273874044418335","0.7741783857345581,1.3276145458221436,-0.012867024168372154","0.6083377003669739,1.317994475364685,0.012074382044374943"
0.25,0.0,"0.6874867081642151,0.353708416223526,-0.5697776079177856","0.7271407842636108,0.34276628494262695,-0.27519646286964417","0.634895920753479,0.3509152829647064,-0.26184824109077454","0.5728008151054382,0.590505063533783,-0.12085936218500137","0.40526947379112244,0.5838487148284912,-0.1690494567155838","0.2057081013917923,0.4495575726032257,-0.442054808139801","0.773422360420227,1.3276928663253784,-0.012526403181254864","0.6065406203269958,1.3179786205291748,0.011734319850802422"
0.25,0.0,"0.6874959468841553,0.35397812724113464,-0.5758453607559204","0.7271262407302856,0.34279516339302063,-0.28063249588012695","0.6349027156829834,0.35099247097969055,-0.2623721659183502","0.5727624893188477,0.5904028415679932,-0.11363078653812408","0.4043360650539398,0.5831248164176941,-0.14618124067783356","0.2053648680448532,0.4496367871761322,-0.4211883544921875","0.7704017162322998,1.327695369720459,-0.018619565293192863","0.6032348871231079,1.3176332712173462,0.017836811020970345"
0.25,0.0,"0.6875984072685242,0.35400164127349854,-0.5725755095481873","0.7271973490715027,0.34280192852020264,-0.2785786986351013","0.6349245309829712,0.3509620130062103,-0.2590019106864929","0.5726962089538574,0.5891844034194946,-0.10132119804620743","0.40431270003318787,0.5830996036529541,-0.12520477175712585","0.20520874857902527,0.4535726010799408,-0.3833490014076233","0.7687280774116516,1.3276958465576172,-0.01962798833847046","0.6017862558364868,1.3172720670700073,0.01884624734520912"
0.25,0.0,"0.6878599524497986,0.3540198504924774,-0.4767024517059326","0.7274041771888733,0.34281837940216064,-0.1841391623020172","0.6350315809249878,0.3509604036808014,-0.17646054923534393","0.5726526975631714,0.5885581970214844,-0.04596737399697304","0.404447466135025,0.5834226012229919,-0.09223622828722","0.2072708159685135,0.4594879150390625,-0.35254961252212524","0.7687519788742065,1.3284494876861572,-0.018946625292301178","0.6018568277359009,1.3178237676620483,0.018154244869947433"
0.25,0.0,"0.6885923147201538,0.35401448607444763,-0.395748108625412","0.7276187539100647,0.3428041934967041,-0.10150708258152008","0.6352145075798035,0.35098540782928467,-0.10587044060230255","0.5735669732093811,0.5885865688323975,0.007619908545166254","0.41111475229263306,0.5843064785003662,-0.0580892451107502","0.21640844643115997,0.4622891843318939,-0.32456931471824646","0.7688415050506592,1.3286538124084473,-0.014447649009525776","0.6019361019134521,1.3181736469268799,0.013609861023724079"
0.25,0.0,"0.6893914341926575,0.35399124026298523,-0.3783476948738098","0.7280888557434082,0.3428211212158203,-0.08953787386417389","0.6354808807373047,0.350991427898407,-0.08624200522899628","0.5742520093917847,0.5885701179504395,0.02869151160120964","0.4145449995994568,0.5853596925735474,-0.05855630710721016","0.21953336894512177,0.46439120173454285,-0.3409098982810974","0.7692680954933167,1.330194115638733,-0.01443622075021267","0.6020688414573669,1.319761037826538,0.013599827885627747"
0.25,0.0,"0.689868152141571,0.35306960344314575,-0.4004519581794739","0.7283312082290649,0.3427559733390808,-0.11010263860225677","0.6356347799301147,0.35048753023147583,-0.10091869533061981","0.5742251873016357,0.5883913040161133,0.01772577501833439","0.4140757918357849,0.5854976177215576,-0.071774423122406","0.21864333748817444,0.46458011865615845,-0.36557629704475403","0.7694307565689087,1.3302210569381714,-0.01450792420655489","0.6021284461021423,1.320002794265747,0.013671818189322948"
0.5,0.0,"0.7657960653305054,0.2692253589630127,-0.43042731285095215","0.8204514384269714,0.2733909785747528,-0.08718647062778473","0.7025479674339294,0.2635660469532013,-0.10026971995830536","0.5973736047744751,0.5572242140769958,0.007635992020368576","0.4106297492980957,0.5863915085792542,-0.06317926943302155","0.21813328564167023,0.5320262908935547,-0.31905025243759155","0.8230072259902954,1.3307472467422485,-0.010746734216809273","0.6282933950424194,1.3169492483139038,0.009803538210690022"
0.5,0.0,"0.7765100598335266,0.24928052723407745,-0.5698328614234924","0.8340533375740051,0.2612290382385254,-0.1624458134174347","0.7131044268608093,0.24055632948875427,-0.14415518939495087","0.6060066819190979,0.5446954369544983,0.0016879221657291055","0.4105054438114166,0.5860719084739685,-0.0651196613907814","0.21738538146018982,0.5540866255760193,-0.32889294624328613","0.8399932980537415,1.3300732374191284,-0.010779386386275291","0.6377263069152832,1.3099727630615234,0.009836269542574883"
0.5,0.0,"0.7764288783073425,0.24789831042289734,-0.5254552364349365","0.8333510160446167,0.24671247601509094,-0.1275186836719513","0.7080377340316772,0.23715442419052124,-0.12485208362340927","0.6079867482185364,0.5456281900405884,0.003269182052463293","0.41041892766952515,0.5857383012771606,-0.012808260507881641","0.21118275821208954,0.554493248462677,-0.17563705146312714","0.8427647352218628,1.3342787027359009,-0.003405976574867964","0.6403355002403259,1.3112009763717651,0.0023846779949963093"
0.5,0.0,"0.7698906660079956,0.2489703744649887,-0.5117501616477966","0.8283608555793762,0.2451292872428894,-0.1297152042388916","0.704795777797699,0.23659855127334595,-0.11649365723133087","0.6075941324234009,0.5446918606758118,0.023849332705140114","0.41024503111839294,0.5857717990875244,0.04360637441277504","0.20554447174072266,0.5540689826011658,-0.08576410263776779","0.8433758020401001,1.336244821548462,-0.004980338271707296","0.6399121880531311,1.3116718530654907,0.003907225094735622"
0.5,0.0,"0.7639883756637573,0.23653863370418549,-0.6186212301254272","0.8239362835884094,0.23774519562721252,-0.26055920124053955","0.7018553018569946,0.22965843975543976,-0.24241404235363007","0.6052339673042297,0.5465288758277893,-0.09826154261827469","0.40500450134277344,0.5867181420326233,-0.16204263269901276","0.19671760499477386,0.5532745718955994,-0.40263158082962036","0.8423411250114441,1.341599702835083,-0.004639183171093464","0.6382335424423218,1.3156238794326782,0.003563023405149579"
0.5,0.0,"0.7589721083641052,0.22692646086215973,-0.7784623503684998","0.817729115486145,0.2231876105070114,-0.42430058121681213","0.6987043619155884,0.21582594513893127,-0.37485745549201965","0.6037272810935974,0.543873131275177,-0.17710794508457184","0.40142446756362915,0.5874341130256653,-0.2132161408662796","0.19204232096672058,0.551301896572113,-0.5156495571136475","0.8411036729812622,1.3403562307357788,-0.01585458591580391","0.6372973918914795,1.3125206232070923,0.014805075712502003"
0.5,0.0,"0.7563192844390869,0.23456351459026337,-0.7050477266311646","0.8128660321235657,0.22852471470832825,-0.3585793972015381","0.6958953738212585,0.22723941504955292,-0.32882484793663025","0.6035750508308411,0.5449251532554626,-0.15327003598213196","0.4014819264411926,0.5870915055274963,-0.20135729014873505","0.19141826033592224,0.5548220872879028,-0.4818781316280365","0.8398907780647278,1.3453718423843384,-0.015662403777241707","0.6375361680984497,1.3154717683792114,0.014621682465076447"
0.5,0.0,"0.7549379467964172,0.2383921891450882,-0.7119823694229126","0.8082246780395508,0.23080796003341675,-0.3990418016910553","0.6942838430404663,0.23693832755088806,-0.36146873235702515","0.6029273867607117,0.5492875576019287,-0.16800281405448914","0.4015418589115143,0.5868980288505554,-0.18414147198200226","0.19200119376182556,0.5519809126853943,-0.44090598821640015","0.8347466588020325,1.349035620689392,-0.026368429884314537","0.6369075179100037,1.3175556659698486,0.02545936405658722"
0.5,0.0,"0.7542374134063721,0.27226802706718445,-0.7096182107925415","0.8005816340446472,0.2500631809234619,-0.4007735252380371","0.693244218826294,0.2621936500072479,-0.38518738746643066","0.6036262512207031,0.554810106754303,-0.18181359767913818","0.40349453687667847,0.5874029397964478,-0.17185427248477936","0.19213810563087463,0.5518493056297302,-0.4260622560977936","0.8329238891601562,1.3502559661865234,-0.026027221232652664","0.6388069987297058,1.3192468881607056,0.025140579789876938"
0.5,0.0,"0.7536219954490662,0.3011835515499115,-0.6872658729553223","0.7964743971824646,0.2733456790447235,-0.34343260526657104","0.6924803256988525,0.28632307052612305,-0.3370121121406555","0.6052478551864624,0.560762882232666,-0.163009375333786","0.4075703024864197,0.5874839425086975,-0.30011293292045593","0.1963774561882019,0.5538957715034485,-0.7096713185310364","0.8358765840530396,1.3502336740493774,0.003800125326961279","0.645999014377594,1.3286303281784058,-0.0045894137583673"
0.5,0.0,"0.7534938454627991,0.31218934059143066,-0.6150670051574707","0.7946673631668091,0.28818386793136597,-0.2830570340156555","0.6918348670005798,0.2964119017124176,-0.3204810321331024","0.6050246953964233,0.569531261920929,-0.15291377902030945","0.40979433059692383,0.589787483215332,-0.23799876868724823","0.20177562534809113,0.5554026365280151,-0.5524546504020691","0.8349200487136841,1.3501861095428467,0.02284708060324192","0.6489444375038147,1.3301082849502563,-0.02358948066830635"
0.5,0.0,"0.7530155181884766,0.31565061211586,-0.641846776008606","0.7938273549079895,0.2948315739631653,-0.3167741894721985","0.6913566589355469,0.30088141560554504,-0.342337965965271","0.6048917174339294,0.5735635757446289,-0.1568916141986847","0.40966686606407166,0.5925205945968628,-0.16930368542671204","0.20147080719470978,0.5564483404159546,-0.3749167323112488","0.8335393071174622,1.351783037185669,0.018105726689100266","0.6476396322250366,1.3332459926605225,-0.018886331468820572"
0.5,0.0,"0.7523384690284729,0.3174428641796112,-0.6393243074417114","0.7933546900749207,0.29696640372276306,-0.31626713275909424","0.6908734440803528,0.30301475524902344,-0.3292143940925598","0.6049452424049377,0.5750399827957153,-0.15076187252998352","0.4122970998287201,0.5947741866111755,-0.12517568469047546","0.2022664099931717,0.5607851147651672,-0.30785447359085083","0.8308650255203247,1.351210117340088,0.013976970687508583","0.6467592716217041,1.3327643871307373,-0.014787686057388783"
0.5,0.0,"0.7514477372169495,0.3165179491043091,-0.6377189755439758","0.7930538058280945,0.296972393989563,-0.30214184522628784","0.6905109286308289,0.30511677265167236,-0.3234488368034363","0.6051690578460693,0.5758848190307617,-0.15842418372631073","0.41217464208602905,0.594812273979187,-0.20277372002601624","0.20364698767662048,0.5599384903907776,-0.5039788484573364","0.8307948112487793,1.350503921508789,0.01958540640771389","0.6463178396224976,1.3327363729476929,-0.02034805715084076"
0.5,0.0,"0.7504878044128418,0.31626129150390625,-0.6379695534706116","0.7929116487503052,0.2983279228210449,-0.3049858808517456","0.6902338862419128,0.3052278161048889,-0.33916306495666504","0.6055380702018738,0.5763317346572876,-0.18154391646385193","0.41209036111831665,0.5949828028678894,-0.22240376472473145","0.20390157401561737,0.5596576929092407,-0.49713054299354553","0.8307077288627625,1.3499119281768799,0.01866939291357994","0.6468484997749329,1.3329919576644897,-0.019418906420469284"
0.5,0.0,"0.750034511089325,0.31661301851272583,-0.6758667826652527","0.7927829027175903,0.2993994355201721,-0.34211307764053345","0.6900373697280884,0.30630913376808167,-0.3704136610031128","0.6054515838623047,0.576262354850769,-0.19203057885169983","0.41154512763023376,0.5949841141700745,-0.2115429937839508","0.20389440655708313,0.5594156980514526,-0.49512749910354614","0.8306413888931274,1.3455842733383179,0.015262311324477196","0.6469891667366028,1.3316386938095093,-0.01598886027932167"
0.5,0.0,"0.7497223615646362,0.31595590710639954,-0.6676584482192993","0.7924928665161133,0.29937803745269775,-0.3349830210208893","0.6899057626724243,0.3064340353012085,-0.3554118275642395","0.6053996682167053,0.5781262516975403,-0.1913279891014099","0.41127920150756836,0.5947747230529785,-0.17824643850326538","0.2038152515888214,0.559299886226654,-0.4243718683719635","0.8304211497306824,1.345053791999817,0.015109939500689507","0.6467851996421814,1.3315995931625366,-0.015841204673051834"
0.5,0.0,"0.7493937611579895,0.3154558539390564,-0.6198012232780457","0.7916404008865356,0.29993313550949097,-0.2786429226398468","0.689717173576355,0.30737876892089844,-0.31416770815849304","0.6049618124961853,0.5814271569252014,-0.16380880773067474","0.41158348321914673,0.5952409505844116,-0.19324654340744019","0.2038784772157669,0.5595394968986511,-0.48189830780029297","0.8299677968025208,1.3501261472702026,0.014629294164478779","0.6463959217071533,1.3376065492630005,-0.015398475341498852"
0.5,0.0,"0.7491666078567505,0.31506580114364624,-0.6415806412696838","0.7903600335121155,0.3003268539905548,-0.2966211438179016","0.6891855597496033,0.30742210149765015,-0.32162904739379883","0.6048726439476013,0.5819924473762512,-0.15847072005271912","0.4118789732456207,0.5955843925476074,-0.1610502302646637","0.20388230681419373,0.5594191551208496,-0.40626296401023865","0.8283718824386597,1.3512582778930664,0.005636526737362146","0.6454023122787476,1.3375375270843506,-0.006486573256552219"
0.5,0.0,"0.7489402890205383,0.3147791922092438,-0.594289243221283","0.7890135049819946,0.3004911243915558,-0.26651614904403687","0.6884874105453491,0.3072587251663208,-0.29849541187286377","0.6044392585754395,0.581939160823822,-0.14176474511623383","0.4114680290222168,0.5959296822547913,-0.16363580524921417","0.20244912803173065,0.5593451857566833,-0.41954532265663147","0.8281394839286804,1.3506108522415161,0.005595903843641281","0.6461234092712402,1.337249517440796,-0.006445049308240414"
0.5,0.0,"0.7487579584121704,0.3146240711212158,-0.6061785817146301","0.7876610159873962,0.30064547061920166,-0.2767462134361267","0.6878294944763184,0.30731987953186035,-0.3025020360946655","0.6042901277542114,0.5821815729141235,-0.14122241735458374","0.409404456615448,0.5956687927246094,-0.15414151549339294","0.20052151381969452,0.5581953525543213,-0.39523571729660034","0.8275309801101685,1.3506306409835815,0.0023220954462885857","0.6459271907806396,1.337228775024414,-0.003198950784280896"
0.5,0.0,"0.7467654943466187,0.3147343695163727,-0.6574816107749939","0.7865976095199585,0.3006916046142578,-0.32790905237197876","0.6871193051338196,0.3072056174278259,-0.34383612871170044","0.6040859222412109,0.5821647047996521,-0.1663447469472885","0.4079364240169525,0.5953406691551208,-0.18098722398281097","0.19840198755264282,0.5574830770492554,-0.4268304705619812","0.8274940252304077,1.3506932258605957,0.0006582007044926286","0.6459043622016907,1.3371573686599731,-0.0015127777587622404"
0.5,0.0,"0.7434439659118652,0.3151577413082123,-0.7058190107345581","0.7853235006332397,0.30064815282821655,-0.3679794371128082","0.6861245036125183,0.3071330487728119,-0.3817904591560364","0.6039377450942993,0.582087516784668,-0.19896861910820007","0.40505513548851013,0.5952063798904419,-0.21279065310955048","0.19440504908561707,0.5574992895126343,-0.4744970202445984","0.8255007863044739,1.3502693176269531,0.000616536708548665","0.645060658454895,1.3365007638931274,-0.0014632231323048472"
0.5,0.0,"0.7401025891304016,0.31611549854278564,-0.7026402354240417","0.7842708230018616,0.30115950107574463,-0.35584157705307007","0.6854817867279053,0.30722758173942566,-0.3600088953971863","0.6036869287490845,0.5817750096321106,-0.16762305796146393","0.403087317943573,0.5952001214027405,-0.16944620013237","0.1918523758649826,0.5575154423713684,-0.43391457200050354","0.8236850500106812,1.3495138883590698,-0.0033560742158442736","0.643770694732666,1.335440993309021,0.002513523679226637"
0.5,0.0,"0.7379831075668335,0.3170599937438965,-0.6870771050453186","0.7834157347679138,0.30138176679611206,-0.35230380296707153","0.6847262382507324,0.3072758615016937,-0.3544526696205139","0.6031105518341064,0.5814602375030518,-0.16632652282714844","0.4014711380004883,0.5951928496360779,-0.16348381340503693","0.19115959107875824,0.5577298402786255,-0.42703133821487427","0.8212214708328247,1.3492084741592407,-0.009210754185914993","0.6421939730644226,1.3350183963775635,0.008385633118450642"
0.5,0.0,"0.7364476919174194,0.31846436858177185,-0.7087058424949646","0.7829203605651855,0.3018370568752289,-0.3715469241142273","0.6840695142745972,0.3074497878551483,-0.3744334578514099","0.6027836203575134,0.5813608765602112,-0.18083563446998596","0.4014902114868164,0.5951914191246033,-0.179905503988266","0.19107773900032043,0.5582152605056763,-0.44423621892929077","0.8201278448104858,1.348778247833252,-0.009283584542572498","0.6413281559944153,1.3342348337173462,0.00846814177930355"
0.5,0.0,"0.736216127872467,0.3186512291431427,-0.7211862802505493","0.7827050089836121,0.3019356429576874,-0.38113370537757874","0.683761715888977,0.30742496252059937,-0.3887237310409546","0.6021530032157898,0.5812944769859314,-0.19539326429367065","0.40047430992126465,0.5951845645904541,-0.22086426615715027","0.19050779938697815,0.5587046146392822,-0.516453742980957","0.8199723958969116,1.348607063293457,-0.009033206850290298","0.6412825584411621,1.3341783285140991,0.008224163204431534"
0.5,0.0,"0.7359415292739868,0.3189908266067505,-0.7192540764808655","0.7823705673217773,0.3019885718822479,-0.3840278089046478","0.6833187937736511,0.3074040412902832,-0.3958107829093933","0.6010758280754089,0.5812596082687378,-0.20827145874500275","0.3996514081954956,0.5951791405677795,-0.23950931429862976","0.1890915334224701,0.558637797832489,-0.5288404226303101","0.8189727067947388,1.3489983081817627,-0.006922528147697449","0.6407554745674133,1.3343381881713867,0.006157294847071171"
0.5,0.0,"0.7357704043388367,0.31912940740585327,-0.7115537524223328","0.7821593284606934,0.3019680976867676,-0.3778175711631775","0.6829851269721985,0.30738934874534607,-0.381449431180954","0.6009927988052368,0.5807677507400513,-0.18418608605861664","0.4000090956687927,0.5951731204986572,-0.18674015998840332","0.18915753066539764,0.5585597157478333,-0.4476206302642822","0.8183951377868652,1.3492308855056763,-0.006898463703691959","0.6401503682136536,1.3343137502670288,0.006125702988356352"
0.5,0.0,"0.7356027364730835,0.3192645013332367,-0.7046839594841003","0.7819825410842896,0.3020237386226654,-0.376651406288147","0.6827089190483093,0.3074989914894104,-0.36651164293289185","0.6009695529937744,0.580725371837616,-0.1535603106021881","0.40405550599098206,0.5951279401779175,-0.12997367978096008","0.1899864226579666,0.5570507645606995,-0.3720606565475464","0.818205714225769,1.3492382764816284,-0.009881486184895039","0.6399132013320923,1.33424973487854,0.0090549997985363"
0.5,0.0,"0.735153317451477,0.32009273767471313,-0.6637793183326721","0.7817127108573914,0.3021477460861206,-0.3412862718105316","0.682317852973938,0.3076326549053192,-0.3267756998538971","0.600913405418396,0.5806962251663208,-0.11360757052898407","0.40419286489486694,0.591107964515686,-0.07843209058046341","0.19496040046215057,0.5442332625389099,-0.2910991311073303","0.8183474540710449,1.3492223024368286,-0.017034457996487617","0.6398574113845825,1.3340106010437012,0.016167989000678062"
0.5,0.0,"0.7348312139511108,0.3200981318950653,-0.6866514682769775","0.781444787979126,0.3020830452442169,-0.36814069747924805","0.6821452975273132,0.30764514207839966,-0.34714752435684204","0.600694477558136,0.580679178237915,-0.12370830774307251","0.40257883071899414,0.5796343088150024,-0.10054031759500504","0.19524826109409332,0.528045117855072,-0.3226144015789032","0.8183614015579224,1.3503422737121582,-0.026781991124153137","0.6398704648017883,1.335532307624817,0.02595851756632328"
0.5,0.0,"0.7348507046699524,0.32000696659088135,-0.695990800857544","0.7812622785568237,0.30189964175224304,-0.3712698519229889","0.6820107698440552,0.307615727186203,-0.3694949746131897","0.60067218542099,0.5806711316108704,-0.15806633234024048","0.4026588797569275,0.5766918659210205,-0.12554854154586792","0.19540396332740784,0.5220749974250793,-0.33586978912353516","0.818489670753479,1.3501310348510742,-0.026032423600554466","0.6404845714569092,1.3355036973953247,0.02518240176141262"
0.5,0.0,"0.7347909212112427,0.32053738832473755,-0.7194966077804565","0.7810738682746887,0.30172625184059143,-0.39296144247055054","0.681871771812439,0.30761486291885376,-0.39891690015792847","0.6005426645278931,0.5798859000205994,-0.19033794105052948","0.4028908610343933,0.5770854353904724,-0.14949283003807068","0.19533373415470123,0.5240210890769958,-0.35019931197166443","0.8188526034355164,1.3483049869537354,-0.02206319570541382","0.6408530473709106,1.3336331844329834,0.021268250420689583"
0.5,0.0,"0.7346881628036499,0.3205323815345764,-0.6546700596809387","0.7810566425323486,0.30167675018310547,-0.31666553020477295","0.6817667484283447,0.3075188100337982,-0.3362559974193573","0.6000827550888062,0.580868124961853,-0.15997877717018127","0.40359964966773987,0.5933111310005188,-0.14711211621761322","0.19528278708457947,0.5362272262573242,-0.36473146080970764","0.818963885307312,1.3469592332839966,-0.008730287663638592","0.6408042907714844,1.3321528434753418,0.007862383499741554"
0.5,0.0,"0.7342556715011597,0.3205346167087555,-0.6588252186775208","0.7809007167816162,0.3015791177749634,-0.3187682628631592","0.6814051866531372,0.3078460395336151,-0.33982527256011963","0.6000708341598511,0.5814616680145264,-0.15491613745689392","0.4070536196231842,0.6078255772590637,-0.12163226306438446","0.200762540102005,0.5602747201919556,-0.34610727429389954","0.8185893297195435,1.3466697931289673,-0.010197438299655914","0.6407961845397949,1.331633448600769,0.009353584609925747"
0.5,0.0,"0.7334252595901489,0.3207336962223053,-0.6972030997276306","0.7807266116142273,0.3015429973602295,-0.36391815543174744","0.6810877919197083,0.30841267108917236,-0.356454461812973","0.6000527143478394,0.5823637843132019,-0.15505863726139069","0.4090456962585449,0.6165722608566284,-0.12261748313903809","0.2003854215145111,0.5721725225448608,-0.35462963581085205","0.8177719116210938,1.3466804027557373,-0.014329950325191021","0.6394820213317871,1.3313449621200562,0.013483544811606407"
0.5,0.0,"0.733366072177887,0.32092589139938354,-0.6812726259231567","0.7806141972541809,0.301533579826355,-0.35037750005722046","0.6808933019638062,0.3088105618953705,-0.3494289517402649","0.600051999092102,0.5827973484992981,-0.15068987011909485","0.4102783799171448,0.6162799596786499,-0.1215633898973465","0.2007342278957367,0.5843612551689148,-0.34509360790252686","0.8174824714660645,1.346671462059021,-0.013623948208987713","0.6392728090286255,1.3308285474777222,0.012767583131790161"
0.5,0.0,"0.7334054708480835,0.32098957896232605,-0.7050238847732544","0.7804774045944214,0.3015243113040924,-0.37506043910980225","0.680876612663269,0.3088498115539551,-0.3847163915634155","0.5994388461112976,0.5828189253807068,-0.18873551487922668","0.4050059914588928,0.6178858876228333,-0.16905978322029114","0.1927063763141632,0.588374137878418,-0.39977869391441345","0.8166730999946594,1.3479450941085815,-0.011702225543558598","0.6381944417953491,1.3324960470199585,0.010860397480428219"
0.5,0.0,"0.7344731688499451,0.3201887011528015,-0.6981576681137085","0.7804604768753052,0.30151045322418213,-0.35563358664512634","0.6808474659919739,0.30884402990341187,-0.3793866038322449","0.5991947054862976,0.5828678607940674,-0.18436941504478455","0.4041035771369934,0.6168798208236694,-0.1400749832391739","0.1858404576778412,0.5963528156280518,-0.35188716650009155","0.8166750073432922,1.3526742458343506,-0.009526996873319149","0.6381140947341919,1.33510422706604,0.008668623864650726"
0.5,0.0,"0.7366081476211548,0.3191908895969391,-0.6984269618988037","0.7805728316307068,0.30146655440330505,-0.3480035364627838","0.6809178590774536,0.3088807165622711,-0.3768276572227478","0.5995168089866638,0.584252655506134,-0.1856708824634552","0.40448927879333496,0.6165664792060852,-0.19821450114250183","0.18346187472343445,0.5943155288696289,-0.4907124936580658","0.818121612071991,1.3530703783035278,-0.0031079775653779507","0.6381370425224304,1.3379762172698975,0.002274343278259039"
