az,el,[0],[7],[8],[12],[14],[16],[23],[24]
0.0,0.0,"0.4790778160095215,0.3807947337627411,-0.19071327149868011","0.5235538482666016,0.3671715259552002,-0.016505960375070572","0.4391348361968994,0.3641376197338104,0.06008908897638321","0.3918314576148987,0.5632026791572571,0.12562647461891174","0.3420155644416809,0.6569913029670715,-0.1701585352420807","0.38844040036201477,0.5892166495323181,-0.5951856374740601","0.5200694799423218,1.0928971767425537,-0.044503405690193176","0.4029690623283386,1.0114359855651855,0.04424113407731056"
0.0,0.0,"0.4790519177913666,0.38048964738845825,-0.18763074278831482","0.5230756998062134,0.3671625852584839,-0.012346606701612473","0.43903231620788574,0.3641592562198639,0.059704653918743134","0.39042359590530396,0.5661870241165161,0.11455054581165314","0.3419584631919861,0.6501929759979248,-0.18148088455200195","0.38830846548080444,0.5870082974433899,-0.6030952334403992","0.522400975227356,1.1075867414474487,-0.037297941744327545","0.40278592705726624,1.0240919589996338,0.03704167529940605"
0.0,0.0,"0.47909241914749146,0.38006049394607544,-0.18227148056030273","0.5230632424354553,0.367052286863327,0.0031188069842755795","0.4389433264732361,0.3636542558670044,0.05813257023692131","0.3885211944580078,0.5662693977355957,0.09946136176586151","0.3423560559749603,0.6539589166641235,-0.20160436630249023","0.38865503668785095,0.5914114713668823,-0.6146494746208191","0.5227506160736084,1.106524109840393,-0.023681703954935074","0.40175947546958923,1.0241261720657349,0.023457150906324387"
0.0,0.0,"0.47964581847190857,0.37883102893829346,-0.19531430304050446","0.5230177640914917,0.3668299913406372,0.001611765124835074","0.4387873709201813,0.3628527820110321,0.03770613670349121","0.3875744938850403,0.5663604736328125,0.0688176304101944","0.34292352199554443,0.6555720567703247,-0.2715124189853668","0.3885653614997864,0.5912298560142517,-0.7339109778404236","0.5231940746307373,1.105776309967041,-0.016113515943288803","0.400954008102417,1.0245227813720703,0.015877213329076767"
0.0,0.0,"0.47975820302963257,0.37810829281806946,-0.21308712661266327","0.5229787230491638,0.36614009737968445,-0.019742321223020554","0.43857693672180176,0.3624718189239502,0.02180466428399086","0.3869428038597107,0.5665803551673889,0.053683776408433914","0.344155490398407,0.6584541201591492,-0.2832172214984894","0.38848990201950073,0.5912286043167114,-0.7434436082839966","0.5250612497329712,1.1068785190582275,-0.014610746875405312","0.40090250968933105,1.0254967212677002,0.014350962825119495"
0.0,0.0,"0.4799695611000061,0.3780878186225891,-0.22030600905418396","0.5229753255844116,0.36604371666908264,-0.025579899549484253","0.43850746750831604,0.36246350407600403,0.019373614341020584","0.3865423798561096,0.5678337812423706,0.05682288482785225","0.34412118792533875,0.6666012406349182,-0.28094568848609924","0.3870135545730591,0.5897977352142334,-0.7525973320007324","0.5260080695152283,1.115339994430542,-0.016563476994633675","0.40063056349754333,1.0341542959213257,0.01629716530442238"
0.0,0.0,"0.4808122515678406,0.377462774515152,-0.18764784932136536","0.522994339466095,0.3650367856025696,0.0076309009455144405","0.4384854733943939,0.3619324266910553,0.04154535382986069","0.3863464593887329,0.5678409934043884,0.0686621144413948","0.3464920222759247,0.6682700514793396,-0.26179689168930054","0.3868458867073059,0.5900378823280334,-0.7250908613204956","0.5254295468330383,1.1123286485671997,-0.017863983288407326","0.4004766047000885,1.0341442823410034,0.017591726034879684"
0.0,0.0,"0.4811844825744629,0.3766288757324219,-0.18438886106014252","0.5229222178459167,0.36458003520965576,0.007278704550117254","0.4382830262184143,0.3609166145324707,0.044289615005254745","0.3862839937210083,0.5679254531860352,0.06986487656831741","0.3481110632419586,0.6677889227867126,-0.25359734892845154","0.38602834939956665,0.593542754650116,-0.7152711153030396","0.5254338979721069,1.1125328540802002,-0.018654217943549156","0.400377094745636,1.0346894264221191,0.018380429595708847"
0.0,0.0,"0.48126310110092163,0.3765169382095337,-0.1748938411474228","0.522840678691864,0.36457717418670654,0.02108871191740036","0.4378430247306824,0.36059772968292236,0.05415572598576546","0.38611680269241333,0.5678186416625977,0.08062894642353058","0.3489035964012146,0.6675180196762085,-0.24763670563697815","0.3853011727333069,0.6020828485488892,-0.7026939392089844","0.5253726243972778,1.112746238708496,-0.0182202085852623","0.39909887313842773,1.0346540212631226,0.01797209493815899"
0.0,0.0,"0.4812769293785095,0.3761337399482727,-0.16258573532104492","0.5226612091064453,0.36460575461387634,0.026621421799063683","0.43749871850013733,0.36000198125839233,0.06588038802146912","0.3859076499938965,0.5678111910820007,0.0933908075094223","0.34934180974960327,0.6656612753868103,-0.24178847670555115","0.38480550050735474,0.6032694578170776,-0.7026697397232056","0.5254324078559875,1.1122384071350098,-0.01871618814766407","0.39866340160369873,1.0345933437347412,0.018465165048837662"
0.0,0.0,"0.4812775254249573,0.37592586874961853,-0.16588996350765228","0.522570013999939,0.36450818181037903,0.02335628680884838","0.43706241250038147,0.35986340045928955,0.06573878228664398","0.385785311460495,0.5686051845550537,0.09223009645938873","0.35047417879104614,0.665368914604187,-0.24675396084785461","0.384370893239975,0.6047903299331665,-0.7152841091156006","0.525642991065979,1.113284945487976,-0.018984001129865646","0.39831164479255676,1.0353153944015503,0.01873745024204254"
0.0,0.0,"0.4812757074832916,0.37567633390426636,-0.17215998470783234","0.5225498080253601,0.3642708659172058,0.020521894097328186","0.4367072582244873,0.3598138988018036,0.06263010203838348","0.38583412766456604,0.5686193704605103,0.0826190635561943","0.3503504693508148,0.6563395261764526,-0.2602881193161011","0.3848223090171814,0.6044749021530151,-0.7241937518119812","0.527397632598877,1.1163184642791748,-0.01576523296535015","0.3983120322227478,1.0366758108139038,0.015539264306426048"
0.0,0.0,"0.4811941683292389,0.375368595123291,-0.1806972324848175","0.5224254727363586,0.36424365639686584,0.013421793468296528","0.4365205764770508,0.35954853892326355,0.05443255975842476","0.3858672082424164,0.567781388759613,0.07318258285522461","0.35024893283843994,0.6559513807296753,-0.2737005352973938","0.38729673624038696,0.5990368127822876,-0.7564681768417358","0.5275029540061951,1.1145838499069214,-0.014309721998870373","0.3983951210975647,1.0362071990966797,0.014075694605708122"
0.0,0.0,"0.4805517792701721,0.3753427267074585,-0.14984479546546936","0.5224164724349976,0.36410120129585266,0.03127867728471756","0.4359571933746338,0.3593607544898987,0.08368641138076782","0.3870809078216553,0.567032516002655,0.09646321833133698","0.34882402420043945,0.6564127206802368,-0.24978585541248322","0.4037698805332184,0.5861952304840088,-0.7098978757858276","0.5270361304283142,1.1056649684906006,-0.014691634103655815","0.3984399139881134,1.0301486253738403,0.014435462653636932"
0.0,0.0,"0.4805366098880768,0.37532839179039,-0.16526630520820618","0.5224171280860901,0.3641227185726166,0.014591298997402191","0.4357350766658783,0.3591213524341583,0.056487977504730225","0.3869134485721588,0.5679022669792175,0.058118004351854324","0.34767791628837585,0.6573070287704468,-0.30198177695274353","0.4199451804161072,0.5725798010826111,-0.7483381628990173","0.5294722318649292,1.1051809787750244,-0.010898790322244167","0.3985894024372101,1.0302143096923828,0.010609551332890987"
0.0,0.0,"0.48052892088890076,0.37594249844551086,-0.16109347343444824","0.5224264860153198,0.36434876918792725,0.025053352117538452","0.43553200364112854,0.3591536283493042,0.061274461448192596","0.3863998055458069,0.5687170028686523,0.06348250061273575","0.3480488359928131,0.6573386192321777,-0.28736627101898193","0.42136892676353455,0.5643535256385803,-0.7416413426399231","0.5301703214645386,1.1049689054489136,-0.010744666680693626","0.39865943789482117,1.0302002429962158,0.01046066451817751"
0.0,0.0,"0.4803590774536133,0.3758912682533264,-0.1613917201757431","0.522406280040741,0.3639247417449951,0.02012319676578045","0.4353065490722656,0.3590960204601288,0.056046295911073685","0.3869464099407196,0.5669772624969482,0.06191420555114746","0.3471691906452179,0.6573794484138489,-0.28265586495399475","0.41912907361984253,0.5598250031471252,-0.7357895970344543","0.5301395654678345,1.0984548330307007,-0.008765528909862041","0.3987636864185333,1.026440978050232,0.008494490757584572"
0.0,0.0,"0.48032036423683167,0.3755702078342438,-0.15099921822547913","0.522401750087738,0.3636666536331177,0.023733925074338913","0.4350183606147766,0.3590623140335083,0.07762753218412399","0.38888564705848694,0.5633553266525269,0.0922623798251152","0.34360775351524353,0.6583120226860046,-0.228005051612854","0.4170667231082916,0.5624449253082275,-0.6591752171516418","0.529546856880188,1.0972168445587158,-0.014283443801105022","0.3987288773059845,1.0235368013381958,0.013997340574860573"
0.0,0.0,"0.4800794720649719,0.3751664161682129,-0.1492091566324234","0.5218251347541809,0.3635125160217285,0.02272183820605278","0.43473154306411743,0.35854724049568176,0.07552874833345413","0.38887518644332886,0.5634760856628418,0.09514367580413818","0.34216323494911194,0.65889972448349,-0.2281613051891327","0.4125893712043762,0.5634839534759521,-0.6575337648391724","0.5290290117263794,1.107208251953125,-0.015342049300670624","0.3985939919948578,1.0285333395004272,0.015065607614815235"
0.0,0.0,"0.4796472489833832,0.3751254677772522,-0.15757086873054504","0.521657407283783,0.3635718524456024,0.0053559560328722","0.4345536231994629,0.3585062623023987,0.06788457185029984","0.38933491706848145,0.5635156631469727,0.09370793402194977","0.3413366377353668,0.659130334854126,-0.2284705638885498","0.40545448660850525,0.5647101402282715,-0.6663628816604614","0.5289244055747986,1.107610821723938,-0.02006140537559986","0.39858928322792053,1.0302952527999878,0.019792867824435234"
0.0,0.0,"0.4794675409793854,0.3748597800731659,-0.17038822174072266","0.5214559435844421,0.36356380581855774,0.0011969456681981683","0.4344753324985504,0.358180969953537,0.059393566101789474","0.38931912183761597,0.5637987852096558,0.08803753554821014","0.34068742394447327,0.6592463850975037,-0.24247965216636658","0.4042588174343109,0.5664470195770264,-0.6879364848136902","0.5290120840072632,1.1090271472930908,-0.019917625933885574","0.398513525724411,1.0316346883773804,0.019661353901028633"
0.0,0.0,"0.4791318476200104,0.3745233416557312,-0.15978866815567017","0.5214511156082153,0.3635064363479614,0.01710379496216774","0.43436580896377563,0.35816121101379395,0.07589562982320786","0.3893718123435974,0.5640383958816528,0.09948423504829407","0.34038856625556946,0.6592888832092285,-0.24236662685871124","0.40330830216407776,0.5673232078552246,-0.6958870887756348","0.5291261672973633,1.1100882291793823,-0.02082478441298008","0.39839968085289,1.0318589210510254,0.02057596482336521"
0.0,0.0,"0.47898682951927185,0.3742145001888275,-0.1531335413455963","0.5213479995727539,0.3626399040222168,0.022853579372167587","0.4343562126159668,0.35815149545669556,0.0797584131360054","0.38936105370521545,0.564083456993103,0.09966987371444702","0.33861738443374634,0.6615384221076965,-0.2392989695072174","0.4032132029533386,0.5679420828819275,-0.6866669654846191","0.5289003849029541,1.110108494758606,-0.02079206518828869","0.3983194828033447,1.0315890312194824,0.020543258637189865"
0.0,0.0,"0.4787669777870178,0.37415263056755066,-0.14804592728614807","0.5211319923400879,0.3624994158744812,0.03541162610054016","0.43431609869003296,0.35813841223716736,0.08244042098522186","0.3889140784740448,0.5645509958267212,0.09945779293775558","0.3384006917476654,0.6615561246871948,-0.2474939525127411","0.40270981192588806,0.5683346390724182,-0.700912594795227","0.5289983749389648,1.1140073537826538,-0.020647946745157242","0.3983149230480194,1.0322930812835693,0.020396824926137924"
0.0,0.0,"0.4783869683742523,0.37405407428741455,-0.14604192972183228","0.5210344195365906,0.3625444769859314,0.03424535691738129","0.4342314600944519,0.35819384455680847,0.08261565864086151","0.3884243965148926,0.5654168725013733,0.09905430674552917","0.3384585380554199,0.6615168452262878,-0.2549363374710083","0.40266355872154236,0.5705496668815613,-0.7072678804397583","0.5289160013198853,1.1151525974273682,-0.016768373548984528","0.39829951524734497,1.032058596611023,0.016520682722330093"
0.0,0.0,"0.47801557183265686,0.37384456396102905,-0.1469431221485138","0.5209895968437195,0.36210328340530396,0.03272026404738426","0.4343200623989105,0.3581973910331726,0.08153892308473587","0.38829392194747925,0.5657072067260742,0.10042581707239151","0.33888837695121765,0.6564088463783264,-0.2520442605018616","0.39888691902160645,0.5737859010696411,-0.7158962488174438","0.5289078950881958,1.1099759340286255,-0.016995953395962715","0.39858704805374146,1.0311371088027954,0.016748908907175064"
0.0,0.0,"0.4773595333099365,0.3736550509929657,-0.15340518951416016","0.5209623575210571,0.36082756519317627,0.01611429825425148","0.4343112111091614,0.35818710923194885,0.07737397402524948","0.38831284642219543,0.5657355189323425,0.09896035492420197","0.33940452337265015,0.6534584760665894,-0.2527286112308502","0.3943779468536377,0.5738503932952881,-0.7250886559486389","0.5281813740730286,1.1091301441192627,-0.018149126321077347","0.3987281024456024,1.028668761253357,0.017889128997921944"
0.0,0.0,"0.4770825505256653,0.3735429644584656,-0.161783367395401","0.5209102630615234,0.35988765954971313,0.0033864465076476336","0.4343011975288391,0.35820281505584717,0.07176214456558228","0.38842785358428955,0.5655640363693237,0.0977087914943695","0.3396790623664856,0.6534254550933838,-0.2521111071109772","0.3923269510269165,0.573561429977417,-0.7236653566360474","0.5282453298568726,1.109439492225647,-0.018800202757120132","0.3992282748222351,1.0282961130142212,0.01854066364467144"
0.0,0.0,"0.4769093990325928,0.373332142829895,-0.16631770133972168","0.5206262469291687,0.35976096987724304,0.005347356665879488","0.43412142992019653,0.3580054044723511,0.06426796317100525","0.388102263212204,0.5637010931968689,0.08806855231523514","0.33970198035240173,0.6525298953056335,-0.26194140315055847","0.39305758476257324,0.5736857652664185,-0.723414421081543","0.5268283486366272,1.107680082321167,-0.018111322075128555","0.3990665674209595,1.026862621307373,0.01785033568739891"
0.0,0.0,"0.47696632146835327,0.3728766143321991,-0.17759719491004944","0.5205737948417664,0.3587147295475006,0.0013911427231505513","0.4340372085571289,0.3578275442123413,0.050565797835588455","0.3881687819957733,0.5631976127624512,0.07907984405755997","0.3397199511528015,0.654891312122345,-0.2553751766681671","0.3937566578388214,0.573711633682251,-0.6976600885391235","0.5269392132759094,1.1040382385253906,-0.01756029762327671","0.399208128452301,1.0261152982711792,0.01730586215853691"
0.0,0.0,"0.47699499130249023,0.372953325510025,-0.17691567540168762","0.5205885171890259,0.3590922951698303,0.01016386691480875","0.4339658319950104,0.3580164909362793,0.06253257393836975","0.38845688104629517,0.5640214085578918,0.09583939611911774","0.34002429246902466,0.6574121117591858,-0.2325913906097412","0.39739614725112915,0.5738935470581055,-0.6795224547386169","0.526960015296936,1.1056724786758423,-0.020176012068986893","0.39919936656951904,1.0281381607055664,0.019906306639313698"
0.0,0.0,"0.47750815749168396,0.37292972207069397,-0.1321125626564026","0.5206671357154846,0.3592328727245331,0.05537926033139229","0.4339188039302826,0.3579440712928772,0.1018199548125267","0.3891957104206085,0.5640408992767334,0.11850146949291229","0.3400613069534302,0.6574850082397461,-0.2141655683517456","0.4000724256038666,0.5747476816177368,-0.6567323803901672","0.5283671021461487,1.1059867143630981,-0.018775425851345062","0.3993632197380066,1.0281366109848022,0.018514586612582207"
0.0,0.0,"0.4791446328163147,0.3728781044483185,-0.13515464961528778","0.5211225152015686,0.35898327827453613,0.05275622755289078","0.4339376389980316,0.35791075229644775,0.09517856687307358","0.39002901315689087,0.5637415647506714,0.11541006714105606","0.33994919061660767,0.6573649644851685,-0.22061917185783386","0.4017983078956604,0.5747154951095581,-0.6560654044151306","0.5291316509246826,1.1060353517532349,-0.014800014905631542","0.39951473474502563,1.0279616117477417,0.014527374878525734"
0.0,0.0,"0.4795161783695221,0.37286990880966187,-0.13870826363563538","0.5219202637672424,0.3586488962173462,0.050011198967695236","0.43409356474876404,0.3579060435295105,0.09157247096300125","0.39074039459228516,0.5638302564620972,0.11390934139490128","0.33982980251312256,0.6573678255081177,-0.20596368610858917","0.4023354649543762,0.5743713974952698,-0.6369296908378601","0.5291371941566467,1.1060712337493896,-0.01846514455974102","0.3995378911495209,1.0279730558395386,0.01818835362792015"
0.0,0.0,"0.4803890287876129,0.372970849275589,-0.14367538690567017","0.5222028493881226,0.3586542308330536,0.04507077485322952","0.43423062562942505,0.3580724000930786,0.09115564078092575","0.39101463556289673,0.5638439059257507,0.11355435848236084","0.3398856520652771,0.6573718786239624,-0.2261868268251419","0.4028618335723877,0.573499321937561,-0.6812511682510376","0.5300554037094116,1.1061029434204102,-0.018611308187246323","0.4003259241580963,1.0278562307357788,0.018333178013563156"
0.0,0.0,"0.4807763993740082,0.373052179813385,-0.17086797952651978","0.5225701332092285,0.35862845182418823,0.012041530571877956","0.4344519078731537,0.35807138681411743,0.06064992398023605","0.39186549186706543,0.563761293888092,0.0898817926645279","0.3393290340900421,0.6574038863182068,-0.24132120609283447","0.40555524826049805,0.5717215538024902,-0.6855006217956543","0.5300530195236206,1.106124997138977,-0.018863826990127563","0.4004627764225006,1.0272144079208374,0.018583981320261955"
0.0,0.0,"0.481052964925766,0.37362828850746155,-0.16345587372779846","0.5228424072265625,0.35863542556762695,0.02230701968073845","0.43465667963027954,0.35821595788002014,0.06857122480869293","0.3927057981491089,0.5637130737304688,0.1038561686873436","0.33931607007980347,0.657105028629303,-0.20146843791007996","0.406696081161499,0.5714403986930847,-0.6051288843154907","0.5297386646270752,1.1060243844985962,-0.02105499990284443","0.40055131912231445,1.026440978050232,0.020768320187926292"
0.0,0.0,"0.4812162518501282,0.37369227409362793,-0.16327223181724548","0.5228905081748962,0.3586609363555908,0.023938078433275223","0.434669554233551,0.35821855068206787,0.06865104287862778","0.3931255042552948,0.5634860396385193,0.10297433286905289","0.33920398354530334,0.657110869884491,-0.2122972309589386","0.4074993133544922,0.570888876914978,-0.6289595365524292","0.5296204090118408,1.1063205003738403,-0.0207236185669899","0.4005809426307678,1.025855541229248,0.020431246608495712"
0.25,0.0,"0.6617568135261536,0.2810680866241455,-0.37515735626220703","0.7155706286430359,0.2914137840270996,-0.09584415704011917","0.6096258163452148,0.27603834867477417,-0.07707881182432175","0.5120792388916016,0.5544107556343079,0.04518537223339081","0.3390412926673889,0.6414904594421387,-0.10683275759220123","0.144821435213089,0.5709070563316345,-0.41415077447891235","0.6823581457138062,1.1837860345840454,-0.02022213116288185","0.5185955166816711,1.1431176662445068,0.019802052527666092"
0.25,0.0,"0.6748897433280945,0.25918734073638916,-0.3731310963630676","0.7292142510414124,0.2715132236480713,-0.07924293726682663","0.6222738027572632,0.2527022659778595,-0.06308682262897491","0.5271464586257935,0.547798216342926,0.05877162143588066","0.33810508251190186,0.6359216570854187,-0.04612595960497856","0.1378653198480606,0.5717686414718628,-0.3483577072620392","0.7016117572784424,1.2292981147766113,-0.020072583109140396","0.5285476446151733,1.1929312944412231,0.019581269472837448"
0.25,0.0,"0.6798185706138611,0.26084771752357483,-0.41215044260025024","0.7401344776153564,0.27393877506256104,-0.1337527185678482","0.6249173879623413,0.2443370223045349,-0.10280032455921173","0.5312306880950928,0.5415089726448059,0.02697591856122017","0.34245362877845764,0.6302072405815125,-0.08797742426395416","0.14025650918483734,0.5718438029289246,-0.4038032591342926","0.7081289887428284,1.2447593212127686,-0.014314943924546242","0.5324081182479858,1.2088035345077515,0.013617901131510735"
0.25,0.0,"0.6839116811752319,0.2625427544116974,-0.4299551546573639","0.7418773770332336,0.27348604798316956,-0.14742828905582428","0.6285653114318848,0.2498198002576828,-0.11838869750499725","0.533943772315979,0.5425577759742737,0.01598047837615013","0.346079558134079,0.6266335844993591,-0.09971703588962555","0.14995992183685303,0.5711492896080017,-0.4272788166999817","0.7110238075256348,1.2682493925094604,-0.013491344638168812","0.5359430909156799,1.2350643873214722,0.012775614857673645"
0.25,0.0,"0.6827908754348755,0.2642693519592285,-0.4432016909122467","0.7427468299865723,0.2752573788166046,-0.18465416133403778","0.6297445297241211,0.24989980459213257,-0.12171198427677155","0.537814199924469,0.5432332158088684,0.03270312398672104","0.35285213589668274,0.6191040277481079,-0.06396328657865524","0.16694770753383636,0.562700629234314,-0.4132322371006012","0.7166447639465332,1.2912554740905762,-0.03608338162302971","0.5445483922958374,1.2557108402252197,0.03537078946828842"
0.25,0.0,"0.6765386462211609,0.27418217062950134,-0.5868507623672485","0.7303374409675598,0.27700310945510864,-0.3391879200935364","0.6253198385238647,0.2576565742492676,-0.2999524474143982","0.5343284606933594,0.5431973934173584,-0.11777325719594955","0.35968005657196045,0.6183663010597229,-0.2121741771697998","0.17660990357398987,0.5523999333381653,-0.5396327376365662","0.7116633057594299,1.2848812341690063,-0.03711013123393059","0.5440651774406433,1.2439451217651367,0.03643028065562248"
0.25,0.0,"0.666459858417511,0.2778334617614746,-0.6896344423294067","0.7126730680465698,0.2814300060272217,-0.4237070679664612","0.6122530102729797,0.2605230510234833,-0.338870108127594","0.5324605107307434,0.5497890710830688,-0.09216433018445969","0.3688902258872986,0.6190295815467834,-0.12609143555164337","0.1862509548664093,0.542603075504303,-0.4238360822200775","0.7150623798370361,1.2902401685714722,-0.07343149185180664","0.5501312613487244,1.2534310817718506,0.07283828407526016"
0.25,0.0,"0.6546481847763062,0.2905924916267395,-0.5940869450569153","0.7008070349693298,0.29065826535224915,-0.34606513381004333","0.6031676530838013,0.290824830532074,-0.26959115266799927","0.5327865481376648,0.5652078986167908,-0.06558878719806671","0.37198859453201294,0.6165624856948853,-0.13021151721477509","0.18867895007133484,0.5335583686828613,-0.4642753005027771","0.7175619602203369,1.2779840230941772,-0.06534092128276825","0.5580562949180603,1.2507362365722656,0.06475174427032471"
0.25,0.0,"0.6469879150390625,0.32671603560447693,-0.5299581289291382","0.6978411078453064,0.32008737325668335,-0.2771525979042053","0.5957870483398438,0.3308100998401642,-0.23953814804553986","0.5300011038780212,0.5809271335601807,-0.08173561096191406","0.3723079264163971,0.6152979135513306,-0.20186857879161835","0.1915188431739807,0.5320085883140564,-0.5825433135032654","0.7192031145095825,1.2759010791778564,-0.036457695066928864","0.5601070523262024,1.2558608055114746,0.035886265337467194"
0.25,0.0,"0.6447762250900269,0.36093956232070923,-0.4259200990200043","0.6865310668945312,0.34606924653053284,-0.15568271279335022","0.5922377109527588,0.3575512766838074,-0.1286170780658722","0.5277034044265747,0.6031569838523865,0.026179024949669838","0.3749646544456482,0.6154166460037231,-0.056330062448978424","0.19767120480537415,0.5336402654647827,-0.42595571279525757","0.7145048975944519,1.2786195278167725,-0.0348711833357811","0.5596061944961548,1.2617509365081787,0.03429429605603218"
0.25,0.0,"0.6431161761283875,0.37790027260780334,-0.3268819749355316","0.6813333630561829,0.36459511518478394,-0.06710539758205414","0.5896633863449097,0.3712647259235382,-0.052649181336164474","0.5264337062835693,0.6104051470756531,0.05172010511159897","0.37598592042922974,0.6155604720115662,-0.03332100063562393","0.1985231339931488,0.5350245833396912,-0.3633197546005249","0.7126414775848389,1.2879565954208374,-0.013846884481608868","0.5563085675239563,1.2711889743804932,0.013253348879516125"
0.25,0.0,"0.640286386013031,0.3823014199733734,-0.3651810586452484","0.6801456809043884,0.3674483895301819,-0.08685527741909027","0.5883888006210327,0.3759457468986511,-0.08647054433822632","0.5259963274002075,0.6102489233016968,0.047918081283569336","0.37911146879196167,0.6173420548439026,-0.06621284782886505","0.19803734123706818,0.5360606908798218,-0.4180038571357727","0.7108761072158813,1.289255142211914,0.0027604030910879374","0.5549428462982178,1.2718608379364014,-0.00337577355094254"
0.25,0.0,"0.6411486864089966,0.3820304572582245,-0.3841281533241272","0.6794398427009583,0.36709052324295044,-0.10502354800701141","0.5896735191345215,0.3794693350791931,-0.10014842450618744","0.5281184911727905,0.6084569096565247,0.04738416522741318","0.3791313171386719,0.6178390979766846,-0.0822983905673027","0.19826921820640564,0.5337479114532471,-0.4236680865287781","0.7128548622131348,1.2865734100341797,0.0019282925641164184","0.5586259961128235,1.269187569618225,-0.002580271800979972"
0.25,0.0,"0.6434621810913086,0.3870936632156372,-0.40370887517929077","0.6808465719223022,0.37088876962661743,-0.12014851719141006","0.5927245616912842,0.3813949525356293,-0.1323988288640976","0.5310415625572205,0.6080917119979858,-0.008883745409548283","0.3850621283054352,0.6186912059783936,-0.13726332783699036","0.1989651620388031,0.531095564365387,-0.49177441000938416","0.7199220657348633,1.2822147607803345,0.006619976367801428","0.5660106539726257,1.2636611461639404,-0.00732532050460577"
0.25,0.0,"0.6445554494857788,0.3883218467235565,-0.4105333387851715","0.6833528280258179,0.3708251416683197,-0.1242053285241127","0.5950084328651428,0.381549209356308,-0.1393074095249176","0.5345382690429688,0.6073037385940552,-0.028889214619994164","0.3936220407485962,0.6197453141212463,-0.19975540041923523","0.20771744847297668,0.5296279191970825,-0.597358763217926","0.7237425446510315,1.2811915874481201,0.010557269677519798","0.5707374811172485,1.260866403579712,-0.011239154264330864"
0.25,0.0,"0.6469649076461792,0.38625606894493103,-0.39027830958366394","0.6859692335128784,0.3693627715110779,-0.0991058498620987","0.5971150994300842,0.38125079870224,-0.12027869373559952","0.5350398421287537,0.6067143082618713,-0.018759341910481453","0.3946467339992523,0.6205827593803406,-0.13137230277061462","0.2127038985490799,0.529597282409668,-0.44032415747642517","0.7236635088920593,1.279381275177002,0.009380903095006943","0.5695844292640686,1.259290337562561,-0.010069423355162144"
0.25,0.0,"0.6470869779586792,0.3856687843799591,-0.3954482972621918","0.687432050704956,0.36805200576782227,-0.10713060945272446","0.5985202789306641,0.3816172182559967,-0.12149248272180557","0.5357531309127808,0.608517587184906,-0.013641826808452606","0.392524778842926,0.620820939540863,-0.12465150654315948","0.21234425902366638,0.5294901728630066,-0.45321616530418396","0.7248441576957703,1.284209132194519,0.00867436733096838","0.5686722993850708,1.2667986154556274,-0.009407095611095428"
0.25,0.0,"0.6476731896400452,0.38535481691360474,-0.39689475297927856","0.6881495714187622,0.36749571561813354,-0.11389772593975067","0.5994166135787964,0.38162940740585327,-0.11771552264690399","0.5371788740158081,0.6111154556274414,0.0053679910488426685","0.39117124676704407,0.6209542155265808,-0.043011344969272614","0.21234014630317688,0.5297700762748718,-0.3115207552909851","0.7231687903404236,1.2938708066940308,0.005561015103012323","0.5669431686401367,1.276495337486267,-0.006349214818328619"
0.25,0.0,"0.648877739906311,0.3840670585632324,-0.4250844419002533","0.6890217065811157,0.36693137884140015,-0.14329341053962708","0.6026657819747925,0.38091355562210083,-0.1451108455657959","0.5428043603897095,0.6108330488204956,-0.013616410084068775","0.3966614305973053,0.6212390661239624,-0.0605727918446064","0.21797707676887512,0.5329728722572327,-0.34797143936157227","0.7263418436050415,1.2942761182785034,0.004904908128082752","0.5731667280197144,1.2768611907958984,-0.0056612202897667885"
0.25,0.0,"0.650752604007721,0.38332027196884155,-0.37261641025543213","0.6901556253433228,0.3664760887622833,-0.09056686609983444","0.6044806241989136,0.37984102964401245,-0.08698510378599167","0.5436819195747375,0.6105089783668518,0.05446958541870117","0.4001283645629883,0.6224089860916138,0.01404330600053072","0.22418931126594543,0.533979594707489,-0.26635441184043884","0.7268373370170593,1.2939714193344116,-0.004397579003125429","0.573542058467865,1.2757526636123657,0.003622041316702962"
0.25,0.0,"0.652368426322937,0.38287976384162903,-0.4167311191558838","0.6919240355491638,0.3661067485809326,-0.12975887954235077","0.6060617566108704,0.37884560227394104,-0.12362712621688843","0.5449434518814087,0.6110448837280273,0.03362540528178215","0.4023328423500061,0.6249487996101379,-0.03160528093576431","0.2272295206785202,0.5343025922775269,-0.31910082697868347","0.7278703451156616,1.2946572303771973,-0.010539483278989792","0.5743457078933716,1.2765980958938599,0.009749213233590126"
0.25,0.0,"0.6520140767097473,0.3824840486049652,-0.3947635591030121","0.6925011277198792,0.3658180236816406,-0.1221354603767395","0.6069453358650208,0.3784518241882324,-0.09863471984863281","0.5450452566146851,0.6107615232467651,0.048715461045503616","0.40131139755249023,0.6251195073127747,0.020836252719163895","0.2275165617465973,0.5347573757171631,-0.23117049038410187","0.727157711982727,1.2978005409240723,-0.02087981067597866","0.5732777714729309,1.2777189016342163,0.020094331353902817"
