az,el,[0],[7],[8],[12],[14],[16],[23],[24]
0.25,0.0,"0.6471626162528992,0.3828597962856293,-0.3937668204307556","0.692233681678772,0.36560511589050293,-0.12802845239639282","0.6068629026412964,0.37815624475479126,-0.08452986925840378","0.5451101064682007,0.6103168725967407,0.07856804877519608","0.40071573853492737,0.625194787979126,0.1070842519402504","0.22914621233940125,0.537626326084137,-0.12100932747125626","0.7268550395965576,1.2971891164779663,-0.03797086700797081","0.5732892751693726,1.2769304513931274,0.037211786955595016"
0.25,0.0,"0.6466459035873413,0.38265281915664673,-0.37733519077301025","0.6921345591545105,0.3654688596725464,-0.1249491423368454","0.6068422198295593,0.3780013620853424,-0.08516363799571991","0.5449616312980652,0.6090186238288879,0.0628499761223793","0.40020236372947693,0.6257652640342712,0.05586577206850052","0.23117919266223907,0.5390664935112,-0.16920849680900574","0.726768970489502,1.2954912185668945,-0.03490210324525833","0.5739873647689819,1.2743017673492432,0.03417631983757019"
0.25,0.0,"0.6477850675582886,0.3825521171092987,-0.3793809711933136","0.692095160484314,0.3653879463672638,-0.12514720857143402","0.6070014238357544,0.37766915559768677,-0.10826887935400009","0.5448803305625916,0.6085410714149475,0.028998633846640587","0.3999500572681427,0.6259205341339111,0.023553648963570595","0.23169949650764465,0.540253221988678,-0.23173287510871887","0.7277815937995911,1.2919907569885254,-0.02612760290503502","0.5748203992843628,1.2721315622329712,0.025422463193535805"
0.25,0.0,"0.6469621658325195,0.3826412558555603,-0.3570808172225952","0.6920049786567688,0.3653479814529419,-0.10697563737630844","0.6071560978889465,0.3771008253097534,-0.0678069144487381","0.5451237559318542,0.6084649562835693,0.0809207335114479","0.40017351508140564,0.6268101334571838,0.07468162477016449","0.23249340057373047,0.5412312150001526,-0.17959807813167572","0.7279404401779175,1.291738510131836,-0.03462853282690048","0.574580729007721,1.2718827724456787,0.0339023694396019"
0.25,0.0,"0.6462194919586182,0.3829197883605957,-0.3551834225654602","0.6919940710067749,0.36541926860809326,-0.1066889539361","0.6074365973472595,0.37644821405410767,-0.0554378516972065","0.5455115437507629,0.6082934737205505,0.11178698390722275","0.4010971486568451,0.6277511715888977,0.1228163093328476","0.23342542350292206,0.5424708724021912,-0.129797101020813","0.7281181216239929,1.2916146516799927,-0.0501788854598999","0.5750640034675598,1.2716134786605835,0.04942204803228378"
0.25,0.0,"0.6462324857711792,0.3828762173652649,-0.36158788204193115","0.6920932531356812,0.36537930369377136,-0.107818603515625","0.6078855395317078,0.37616902589797974,-0.06633851677179337","0.545495867729187,0.6081662774085999,0.0940241664648056","0.4037086069583893,0.6281485557556152,0.11916948854923248","0.23478135466575623,0.5442339777946472,-0.09727965295314789","0.7287409901618958,1.2899283170700073,-0.049430616199970245","0.5760480761528015,1.2711719274520874,0.04866252839565277"
0.25,0.0,"0.6462363600730896,0.38263946771621704,-0.37636998295783997","0.6924492120742798,0.36519378423690796,-0.14157888293266296","0.608927309513092,0.3746070861816406,-0.08067526668310165","0.5468433499336243,0.6080300807952881,0.08427336066961288","0.40385517477989197,0.6287349462509155,0.13105060160160065","0.23472976684570312,0.5448108315467834,-0.0656992569565773","0.7294183969497681,1.2889201641082764,-0.053710371255874634","0.5783535242080688,1.270194172859192,0.05294080451130867"
0.25,0.0,"0.6462224721908569,0.3818362057209015,-0.37717416882514954","0.6932850480079651,0.36477822065353394,-0.15975604951381683","0.610150158405304,0.3730289340019226,-0.08385791629552841","0.5486666560173035,0.6079389452934265,0.07915293425321579","0.40368223190307617,0.6286748051643372,0.12428492307662964","0.22950705885887146,0.5446951985359192,-0.07058681547641754","0.7299006581306458,1.2903105020523071,-0.059139691293239594","0.5800958871841431,1.2706153392791748,0.05835653096437454"
0.25,0.0,"0.6465669274330139,0.3816923499107361,-0.38904041051864624","0.6938757300376892,0.36429354548454285,-0.16715320944786072","0.6111440062522888,0.37245261669158936,-0.10998336225748062","0.5490740537643433,0.6078947186470032,0.05456772446632385","0.40241456031799316,0.6278244256973267,0.10307663679122925","0.22462937235832214,0.5449151396751404,-0.10521054267883301","0.7310331463813782,1.2905720472335815,-0.05571689456701279","0.5811067819595337,1.2707942724227905,0.054942212998867035"
0.25,0.0,"0.6480768918991089,0.3802429735660553,-0.3785550594329834","0.6946913003921509,0.36406344175338745,-0.14161919057369232","0.6115937829017639,0.3723098337650299,-0.09998930990695953","0.5496163964271545,0.6078569889068604,0.059132009744644165","0.40234407782554626,0.6260877847671509,0.1006193608045578","0.22450265288352966,0.5449564456939697,-0.09400471299886703","0.7302716970443726,1.2929713726043701,-0.05428677797317505","0.5805428624153137,1.2726447582244873,0.053487379103899"
0.25,0.0,"0.6502376794815063,0.38016828894615173,-0.37040260434150696","0.6949934363365173,0.36399611830711365,-0.12634216248989105","0.6117326021194458,0.3720974922180176,-0.09692198038101196","0.54981529712677,0.6083008646965027,0.057727884501218796","0.4033796191215515,0.6258375644683838,0.07269974797964096","0.22283689677715302,0.5445310473442078,-0.12926748394966125","0.7309819459915161,1.2931437492370605,-0.04869690537452698","0.5807925462722778,1.2727396488189697,0.04786267131567001"
0.25,0.0,"0.6505094766616821,0.38016727566719055,-0.3710065484046936","0.6949759721755981,0.36395692825317383,-0.12235157191753387","0.611643373966217,0.3719940483570099,-0.09685180336236954","0.5497641563415527,0.6083417534828186,0.05712144821882248","0.40377163887023926,0.6258434057235718,0.061154164373874664","0.2228918969631195,0.5443123579025269,-0.15728595852851868","0.73390132188797,1.2901268005371094,-0.04369264096021652","0.5822097063064575,1.2714688777923584,0.042853448539972305"
0.25,0.0,"0.6510472297668457,0.3802920877933502,-0.38623446226119995","0.694966197013855,0.36403974890708923,-0.12286601215600967","0.6112317442893982,0.3718915283679962,-0.1355651319026947","0.54897540807724,0.6099817752838135,-0.029368465766310692","0.4029080867767334,0.6263926029205322,-0.1321870982646942","0.21911072731018066,0.553056001663208,-0.41872602701187134","0.7360919713973999,1.291677713394165,0.0006420612917281687","0.5823982954025269,1.2747870683670044,-0.0013417613226920366"
0.25,0.0,"0.6519237160682678,0.38069021701812744,-0.3863014280796051","0.6949549913406372,0.36421632766723633,-0.12278313934803009","0.611111581325531,0.37179136276245117,-0.13580593466758728","0.548326313495636,0.6109097599983215,-0.026324182748794556","0.4028879702091217,0.6309449076652527,-0.12684741616249084","0.21917280554771423,0.5830657482147217,-0.4251707196235657","0.7366982102394104,1.29229736328125,0.00586606515571475","0.5823105573654175,1.2753809690475464,-0.006560072302818298"
0.25,0.0,"0.6522998213768005,0.3808974325656891,-0.3803226053714752","0.6949342489242554,0.36428529024124146,-0.12277531623840332","0.6108514070510864,0.3717169463634491,-0.13184091448783875","0.5472816824913025,0.6108899712562561,-0.01644466072320938","0.4014212489128113,0.6312287449836731,-0.07744705677032471","0.22196193039417267,0.5842300653457642,-0.33862683176994324","0.7364855408668518,1.2946175336837769,0.0030518420971930027","0.5809446573257446,1.2769834995269775,-0.003720998065546155"
0.25,0.0,"0.6533337831497192,0.38087189197540283,-0.38119643926620483","0.69492506980896,0.364332914352417,-0.1221085637807846","0.610830545425415,0.3716481626033783,-0.13567538559436798","0.547571063041687,0.6107756495475769,-0.03134062886238098","0.40140265226364136,0.6312246322631836,-0.10884363949298859","0.22209510207176208,0.576533317565918,-0.390544593334198","0.7385730743408203,1.2945921421051025,0.013390985317528248","0.5827581286430359,1.2769471406936646,-0.014036223292350769"
0.25,0.0,"0.6557026505470276,0.3807593584060669,-0.3771403729915619","0.694937527179718,0.36439386010169983,-0.10340835899114609","0.6107895970344543,0.37165528535842896,-0.13437682390213013","0.5476174354553223,0.610729992389679,-0.02075878344476223","0.4015893340110779,0.6292794346809387,-0.11861701309680939","0.2232654094696045,0.5500809550285339,-0.40744271874427795","0.7383850812911987,1.2940737009048462,0.012903636321425438","0.582536518573761,1.2768912315368652,-0.013550058007240295"
0.25,0.0,"0.6564967036247253,0.38073018193244934,-0.38238584995269775","0.6949948072433472,0.36440685391426086,-0.10648034512996674","0.6107769012451172,0.3716180920600891,-0.1337486058473587","0.5480532646179199,0.6105611324310303,-0.03255222365260124","0.3998759388923645,0.6271511316299438,-0.1780519187450409","0.22329452633857727,0.5296034812927246,-0.5079218149185181","0.7387726306915283,1.2936532497406006,0.013345068320631981","0.5824942588806152,1.277029275894165,-0.01400001160800457"
0.25,0.0,"0.6567421555519104,0.3812733590602875,-0.3631642460823059","0.6950238943099976,0.36473190784454346,-0.09751852601766586","0.6107534170150757,0.37215039134025574,-0.11950677633285522","0.548408031463623,0.610539436340332,-0.02799089625477791","0.40212589502334595,0.6271864175796509,-0.09908758848905563","0.22477023303508759,0.5314137935638428,-0.3171456754207611","0.7389241456985474,1.2935571670532227,0.009957022964954376","0.5832611322402954,1.2769298553466797,-0.010624469257891178"
0.25,0.0,"0.6566975712776184,0.3813350200653076,-0.39680415391921997","0.695045530796051,0.36492225527763367,-0.12180569022893906","0.6107338070869446,0.37213534116744995,-0.13492637872695923","0.5486401319503784,0.6105265021324158,-0.02621111273765564","0.40203824639320374,0.6289730668067932,-0.09614075720310211","0.22115418314933777,0.5491814613342285,-0.3574071526527405","0.7394939064979553,1.2927371263504028,0.008450718596577644","0.5840398669242859,1.2764227390289307,-0.009107816033065319"
0.25,0.0,"0.6567391157150269,0.38134029507637024,-0.4082203507423401","0.695041835308075,0.3650152385234833,-0.13008561730384827","0.6107235550880432,0.37212634086608887,-0.14261379837989807","0.5487250089645386,0.6105071306228638,-0.02444606088101864","0.4000503122806549,0.6321550011634827,-0.09090510755777359","0.22119048237800598,0.5672580599784851,-0.3564157485961914","0.7394297122955322,1.2915595769882202,0.007375770248472691","0.5841318368911743,1.2749167680740356,-0.008040511049330235"
0.25,0.0,"0.6567672491073608,0.38180047273635864,-0.40757736563682556","0.6950458884239197,0.3651321530342102,-0.12729991972446442","0.6107105612754822,0.372516006231308,-0.13208644092082977","0.5489776134490967,0.6105213761329651,-0.013525818474590778","0.4005686640739441,0.6338026523590088,-0.08125726133584976","0.22085532546043396,0.5682498812675476,-0.35230934619903564","0.7394037246704102,1.2914578914642334,0.0034649563021957874","0.5840858221054077,1.2748663425445557,-0.004160287790000439"
0.25,0.0,"0.6568337678909302,0.3819411098957062,-0.3893530070781708","0.6950597167015076,0.3653804361820221,-0.11707953363656998","0.6106966733932495,0.3731625974178314,-0.11248880624771118","0.5493217706680298,0.6105714440345764,0.011324089020490646","0.40168970823287964,0.6338462829589844,-0.015891268849372864","0.22265489399433136,0.5635421276092529,-0.24803021550178528","0.7393673062324524,1.2915648221969604,-0.002757623791694641","0.5840455293655396,1.2751903533935547,0.0020635006949305534"
0.25,0.0,"0.6568785905838013,0.38195356726646423,-0.38284048438072205","0.6951393485069275,0.3654828667640686,-0.11371562629938126","0.6107028126716614,0.3733130097389221,-0.11151047050952911","0.5503362417221069,0.6106534600257874,0.00966701004654169","0.4055989682674408,0.6330468654632568,-0.034974753856658936","0.22355584800243378,0.5505504608154297,-0.25914448499679565","0.7389165759086609,1.2915575504302979,-0.002857024548575282","0.5839780569076538,1.2751727104187012,0.0021622758358716965"
0.25,0.0,"0.6569321751594543,0.3820963203907013,-0.38095375895500183","0.6952806115150452,0.36594754457473755,-0.10941395908594131","0.6106991767883301,0.3735226094722748,-0.10764412581920624","0.550392746925354,0.6106619238853455,0.010088657960295677","0.4067789614200592,0.6326979994773865,-0.04027242586016655","0.2242738902568817,0.5402811765670776,-0.2803730368614197","0.7378706932067871,1.2934404611587524,-0.0027367421425879","0.5822710990905762,1.2763804197311401,0.002038446720689535"
0.25,0.0,"0.6570802330970764,0.38221296668052673,-0.36463767290115356","0.6954102516174316,0.3661130666732788,-0.09777002781629562","0.6106963157653809,0.3736279308795929,-0.0939660370349884","0.5506634712219238,0.6106801629066467,0.025439828634262085","0.409484326839447,0.6330245733261108,-0.018934793770313263","0.22628161311149597,0.5404834747314453,-0.2669055163860321","0.7374817132949829,1.29360830783844,-0.0027872128412127495","0.5816470384597778,1.276375412940979,0.0020885872654616833"
0.25,0.0,"0.6570786833763123,0.38252508640289307,-0.35091736912727356","0.6955283880233765,0.36631786823272705,-0.09112361073493958","0.6106914281845093,0.37381282448768616,-0.08215580135583878","0.5507230162620544,0.6109026670455933,0.035698309540748596","0.41019782423973083,0.6334652900695801,-0.005004845559597015","0.2266867458820343,0.5408943891525269,-0.2509068250656128","0.7372618317604065,1.2937822341918945,-0.004363046959042549","0.5813223719596863,1.276422142982483,0.003640220733359456"
0.25,0.0,"0.6570990681648254,0.3825506567955017,-0.3549569249153137","0.6956294775009155,0.36632952094078064,-0.09221521019935608","0.6106873750686646,0.37384000420570374,-0.08607050031423569","0.5507746934890747,0.6112841367721558,0.03182263672351837","0.4108193814754486,0.6337862014770508,-0.016018349677324295","0.22774195671081543,0.543083131313324,-0.3071584105491638","0.7372719049453735,1.294707179069519,-0.002791082952171564","0.5813720226287842,1.2766238451004028,0.0020663952454924583"
0.25,0.0,"0.6571202278137207,0.38255834579467773,-0.3497326076030731","0.6957078576087952,0.366391122341156,-0.0937567800283432","0.6106913089752197,0.3740059733390808,-0.08515903353691101","0.5509494543075562,0.6125234365463257,0.03741436079144478","0.4115673899650574,0.6339008808135986,0.007434513419866562","0.22843866050243378,0.5435876250267029,-0.22937984764575958","0.7369792461395264,1.2956602573394775,-0.008021334186196327","0.5816164016723633,1.2767655849456787,0.007305195089429617"
0.25,0.0,"0.6571195125579834,0.38258248567581177,-0.35730981826782227","0.6957604885101318,0.3664092719554901,-0.09436044842004776","0.6106809377670288,0.3741670250892639,-0.0873938798904419","0.5509907603263855,0.6127049922943115,0.03816176950931549","0.41226473450660706,0.6341607570648193,-0.0030539382714778185","0.2299802601337433,0.5438448786735535,-0.24673119187355042","0.7370201349258423,1.2957359552383423,-0.008265499956905842","0.5816574692726135,1.276950716972351,0.007549068424850702"
0.25,0.0,"0.6571192741394043,0.3826332092285156,-0.3615334630012512","0.6958372592926025,0.36655715107917786,-0.09513960778713226","0.6106783747673035,0.37420544028282166,-0.0883914977312088","0.5510290861129761,0.6124656200408936,0.04090229421854019","0.41133156418800354,0.6340120434761047,0.008961716666817665","0.23084159195423126,0.5434680581092834,-0.23549790680408478","0.7359049916267395,1.2948954105377197,-0.008903445675969124","0.5804527401924133,1.2762514352798462,0.008191801607608795"
